	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
CASP5	-0.5182103066469897	0.023816014854319275	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
ZNF124	-0.5051467438745716	0.0452787606406725	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
MOV10L1	-0.5028946610720452	0.046877589262240164	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
ERVW-1	-0.4976094295524382	0.029937330922741742	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
FOXI1	-0.49574480070566274	0.0506714805215259	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
ZIM3	-0.49243027450262083	0.03225514030165044	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
SMEK1	-0.4891141342168239	0.01727250977602703	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
APOF	-0.48566797071057255	0.02251404221593576	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
ADPRH	-0.4843114334241135	0.014024335167642956	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
ANO6	-0.4810525006501139	0.0379510882400901	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
ADAMTS6	-0.4806791193234012	0.025517747203624163	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
LINC00869	-0.47857441171588233	0.04522231882841083	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
FGD1	-0.4745700389945343	0.02465177702038178	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
OR2L8	-0.4713380616895116	0.04712266213817737	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
ST8SIA1	-0.4700083035019618	0.026219705127225365	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
TMEM141	-0.46997134609730234	0.03785669072442621	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
LRP2	-0.46833568173719176	0.020635283942954875	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
DYNC1I1	-0.4679030556171326	0.027784324706235833	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
SULF1	-0.4637334761443787	0.060198121097616686	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
ZNF626	-0.4594566923699882	0.0338358596817395	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
EDDM3A	-0.45931689911578727		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
POP1	-0.45881724873006235		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
MAN1A1	-0.4582447455179374		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
C4BPA	-0.4581234506086081		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
SLC16A12	-0.45779764150273405		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
MLLT4	-0.45517997705357205		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
CHL1	-0.45491991470358834		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
MELK	-0.45475776471699825		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
KLHDC4	-0.4544145355548504		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
OOSP2	-0.452847413257475		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
MS4A4A	-0.45251919600358864		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
CHODL	-0.45069514385015025		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
KLHL9	-0.4502081579060077		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
MMRN2	-0.4483777951224763		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
RNPEP	-0.44817390131551943		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
GBP3	-0.44742905847186143		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
CTNNAL1	-0.44633114558530884		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
TMPRSS12	-0.446194371922001		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
PIK3IP1	-0.4453205253893641		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
IL33	-0.44412492906888135		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
OXR1	-0.44303663509034236		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
KLHL22	-0.44254332626153503		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
OR6K6	-0.44162204356631884		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0032679738562091504	0.0032679738562091504
