	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
dabrafenib	-0.7699676024181462	0.07825889641169989	1.0	0.0010395010395010396	0.0010395010395010396	1.0	0.0416666666667	0.0416666666667
PLX-4720	-0.621811067256225	0.04747577249293839	1.0	0.0010395010395010396	0.0010395010395010396	1.0	0.0416666666667	0.0416666666667
GDC-0879	-0.5816936310146646	0.018024372902662705	1.0	0.0010395010395010396	0.0010395010395010396	1.0	0.0416666666667	0.0416666666667
MLN2480	-0.5589189051015404	0.04441937842555556	1.0	0.0010395010395010396	0.0010395010395010396	1.0	0.0416666666667	0.0416666666667
BRD-K99006945	-0.5521044452196933	0.06784668212775098	1.0	0.0010395010395010396	0.0010395010395010396	1.0	0.0416666666667	0.0416666666667
PLX-4032	-0.5513895202694635	0.10337161795372678	1.0	0.0010395010395010396	0.0010395010395010396	1.0	0.0416666666667	0.0416666666667
tubastatin A	-0.5043841108285921	0.04643887851357381	1.0	0.0010395010395010396	0.0010395010395010396	1.0	0.0416666666667	0.0416666666667
compound 1B	-0.496452692184957	0.027941925819789423	0.99896049896	0.0010395010395	0.0010395010395	1.0	0.0416666666667	0.0416666666667
isoliquiritigenin	-0.48698302501682855	0.05248398261047238	0.99896049896	0.0010395010395	0.0010395010395	1.0	0.0416666666667	0.0416666666667
trametinib	-0.4697547663861997	0.023256668384400617	0.99896049896	0.0010395010395	0.0010395010395	1.0	0.0416666666667	0.0416666666667
PD318088	-0.4655510003622763	0.04945095894887387	0.99896049896	0.0010395010395	0.0010395010395	1.0	0.0416666666667	0.0416666666667
CIL55	-0.45752526912039093	0.4037052905621831	0.99896049896	0.0010395010395	0.0010395010395	1.0	0.0416666666667	0.0416666666667
cyclophosphamide	-0.4155045573849774	0.09023117888631156	0.996881496881	0.0031185031185	0.0031185031185	1.0	0.115384615385	0.115384615385
BRD-K29313308	-0.40960189477363584	0.4469036359775276	0.993762993763	0.00623700623701	0.00623700623701	1.0	0.214285714286	0.214285714286
NSC 74859	-0.40686099846207835	0.05555171384674255	0.992723492723	0.00727650727651	0.00727650727651	1.0	0.233333333333	0.233333333333
CHIR-99021	-0.4041711971719094	0.5150100042956076	0.991683991684	0.00831600831601	0.00831600831601	1.0	0.235294117647	0.235294117647
BRD-K51490254	-0.40414914412652014	0.017235499657757652	0.991683991684	0.00831600831601	0.00831600831601	1.0	0.235294117647	0.235294117647
BRD-K34485477	-0.402287141194756	0.007850703750917674	0.989604989605	0.010395010395	0.010395010395	1.0	0.25	0.25
BRD-K41334119	-0.39991270217402675	0.11222776719202818	0.989604989605	0.010395010395	0.010395010395	1.0	0.25	0.25
BRD-K86535717	-0.39802642775873937	0.08628702217156949	0.988565488565	0.0114345114345	0.0114345114345	1.0	0.25	0.25
ML203	-0.3937582621690403		0.988565488565	0.0114345114345	0.0114345114345	1.0	0.25	0.25
selumetinib	-0.3930202170738847		0.988565488565	0.0114345114345	0.0114345114345	1.0	0.25	0.25
O-6-benzylguanine	-0.3895992910789477		0.986486486486	0.0135135135135	0.0135135135135	1.0	0.25	0.25
trifluoperazine	-0.38828552340207945		0.986486486486	0.0135135135135	0.0135135135135	1.0	0.25	0.25
BRD-K09344309	-0.38807591187553114		0.986486486486	0.0135135135135	0.0135135135135	1.0	0.25	0.25
CIL70	-0.3870668700129459		0.985446985447	0.014553014553	0.014553014553	1.0	0.25	0.25
sotrastaurin	-0.3847131456043218		0.984407484407	0.0155925155925	0.0155925155925	1.0	0.25	0.25
RO4929097	-0.38458550247495726		0.984407484407	0.0155925155925	0.0155925155925	1.0	0.25	0.25
NSC30930	-0.3840637959699049		0.984407484407	0.0155925155925	0.0155925155925	1.0	0.25	0.25
birinapant	-0.38348183660590285		0.984407484407	0.0155925155925	0.0155925155925	1.0	0.25	0.25
staurosporine	-0.38073696500544935		0.982328482328	0.0176715176715	0.0176715176715	1.0	0.257575757576	0.257575757576
AT-406	-0.3793985959283892		0.982328482328	0.0176715176715	0.0176715176715	1.0	0.257575757576	0.257575757576
BRD-A02303741	-0.37920571632552935		0.982328482328	0.0176715176715	0.0176715176715	1.0	0.257575757576	0.257575757576
RAF265	-0.3755993915554643		0.976091476091	0.0239085239085	0.0239085239085	1.0	0.315789473684	0.315789473684
CAY10576	-0.37410326691837636		0.976091476091	0.0239085239085	0.0239085239085	1.0	0.315789473684	0.315789473684
