	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
TLN1	-0.5294854984837928	0.08043521043833061	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
CTNNA3	-0.4913592633288542	0.0552696950722796	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
BBS7	-0.4666724986765537	0.017557590932088654	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
SLC5A7	-0.45392658718259227	0.01686331610452764	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
MMRN2	-0.45207735682088157	0.1278720127537673	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
FRMD3	-0.4500387475788559	0.03824023303942794	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
TRHR	-0.4393985757344899	0.03363853028029359	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
SRP9	-0.4373277164946819	0.06393995396614857	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
ANLN	-0.43308961794547896	0.05034485527746455	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
TULP3	-0.4279891872971923	0.07972823111611997	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
ZNF3	-0.4260780752736325	0.008777934509974637	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
WDR92	-0.4249627150182436	0.024199643591134627	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
RSPH6A	-0.42280038583593055	0.04343117821374138	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
LGR4	-0.4192572825584907	0.03340914820634245	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
METTL16	-0.41618261986969207	0.1475425940381881	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
ZFP36L1	-0.4138304493429789	0.03683170003591449	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
AGTR1	-0.41001212974210643	0.032769162884153546	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
ZNF621	-0.4085351363592403	0.08556850944351546	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
RPN2	-0.40832383189399457	0.0879196523568013	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
SLCO6A1	-0.4059089703967615	0.024117391162557057	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
AK9	-0.4057806038690423		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
ABHD17B	-0.4034030526798465		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
GIGYF2	-0.4028952061784916		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
ECE2	-0.40283107344206187		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
LRRC41	-0.4025841570934408		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
SPRED1	-0.4003442499194992		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
TSPAN4	-0.3981609914187964		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
FZR1	-0.3965891105484646		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
PI4KAP2	-0.3962843325818241		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
TEAD1	-0.3957466614574194		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
CCT8	-0.3943468350570402		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
IFITM2	-0.393146800580053		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
SLC2A7	-0.39222428244639074		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
QRICH2	-0.390145426430649		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
RBBP7	-0.3897869612932458		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
UFL1	-0.38950533801238296		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
KIF20A	-0.38899809631763005		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
AKR1C3	-0.3878756616480743		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
SPOPL	-0.3875142116396169		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
SLC39A7	-0.3863201606663185		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
ARSH	-0.38564693172790165		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
STX17	-0.3839699925571784		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
RIMKLB	-0.38356344874018855		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
IQCJ-SCHIP1	-0.3835487930819413		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
CASKIN1	-0.3834685315535713		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
GPR112	-0.3830490211770958		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
DENND1B	-0.3827748495968149		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
PI16	-0.3826849497726987		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
FAM110B	-0.3823214985257316		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
DBT	-0.3812843279776765		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
SFTPB	-0.37876539570214723		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
MED4	-0.37850989997371975		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
NAV3	-0.3783608572903804		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
RPS27L	-0.3782588012103369		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
TRIM68	-0.37763160796987794		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
BTG3	-0.376999892964698		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
SSX1	-0.3762715077629733		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
CXorf40B	-0.37508759751791154		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
CFAP20	-0.37389566987596473		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
NFE2L2	-0.37346935249501195		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
PSMF1	-0.3732705581698199		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
ABHD10	-0.3723530997076895		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
RIPK3	-0.3719216567474877		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
FAM83B	-0.37110702250809485		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
TNKS2	-0.37062297072578		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
ZNF362	-0.37046225614904343		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
CDC42P3	-0.3704445153730304		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
TRIO	-0.3703821559193612		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
LAMA1	-0.3703580632660237		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
LOXL3	-0.36967372992312836		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
PPP3R2	-0.3690289223811966		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
NXNL2	-0.3688489166304194		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
DCTN6	-0.36855370183489405		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
DAW1	-0.36827307721006153		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
PUM1	-0.3682161695096098		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
CHMP3	-0.3678237180107968		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
LOX	-0.3675281335283457		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
PABPC1L2A	-0.36740403039702424		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
PSMD4	-0.36637405254102673		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
FZD3	-0.3653298651243444		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.0011261261261261261	0.0011261261261261261
