	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
large_intestine	0.49072101492645875	0.029137805393414856	0.0038461538461538464	1.0	0.0038461538461538464	0.038461538461538464	1.0	0.038461538461538464
large_intestine.carcinoma.adenocarcinoma	0.4280111172215737	0.03157547342696772	0.0038461538461538464	1.0	0.0038461538461538464	0.038461538461538464	1.0	0.038461538461538464
carcinoma	0.3805820998491071	0.008690443365889653	0.0038461538461538464	1.0	0.0038461538461538464	0.038461538461538464	1.0	0.038461538461538464
pancreas	0.3269759855612523	0.022861806927578148	0.0038461538461538464	1.0	0.0038461538461538464	0.038461538461538464	1.0	0.038461538461538464
stomach	0.273149226787183	0.013698451506426585	0.0038461538461538464	1.0	0.0038461538461538464	0.038461538461538464	1.0	0.038461538461538464
pancreas.carcinoma.ductal_carcinoma	0.2530827607922729	0.035958761370943074	0.0038461538461538464	1.0	0.0038461538461538464	0.038461538461538464	1.0	0.038461538461538464
large_intestine.carcinoma.NS	0.2461586072085154	0.043356448277469505	0.0038461538461538464	1.0	0.0038461538461538464	0.038461538461538464	1.0	0.038461538461538464
pancreas.carcinoma.NS	0.2345925587351403	0.01315627989317589	0.0038461538461538464	1.0	0.0038461538461538464	0.038461538461538464	1.0	0.038461538461538464
stomach.carcinoma.NS	0.2160864846920722	0.04701216507558494	0.0038461538461538464	1.0	0.0038461538461538464	0.038461538461538464	1.0	0.038461538461538464
liver	0.18764943525489816	0.03432419862565077	0.0038461538461538464	1.0	0.0038461538461538464	0.038461538461538464	1.0	0.038461538461538464
liver.carcinoma.hepatocellular_carcinoma	0.1816247293296256	0.018243037130518266	0.0038461538461538464	1.0	0.0038461538461538464	0.038461538461538464	1.0	0.038461538461538464
biliary_tract.carcinoma.NS	0.17819914433479456	0.053458568127350295	0.0038461538461538464	1.0	0.0038461538461538464	0.038461538461538464	1.0	0.038461538461538464
