	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
HER3-R-V	0.5707817577142228	0.03848711591241054	0.0021645021645021645	1.0	0.0021645021645021645	0.01666666666666667	1.0	0.01666666666666667
ATM-R-E	0.5262041253856853	0.0031591406294210578	0.0021645021645021645	1.0	0.0021645021645021645	0.01666666666666667	1.0	0.01666666666666667
PI3K-p85-R-V	0.496581872024234	0.0215309522124084	0.0021645021645021645	1.0	0.0021645021645021645	0.01666666666666667	1.0	0.01666666666666667
Akt-R-V	0.49490384109096636	0.028290632096821828	0.0021645021645021645	1.0	0.0021645021645021645	0.01666666666666667	1.0	0.01666666666666667
PREX1-R-E	0.47419699536713333	0.03728386818058586	0.0021645021645021645	1.0	0.0021645021645021645	0.01666666666666667	1.0	0.01666666666666667
STAT5-alpha-R-V	0.4638235972297953	0.04868840411548076	0.0021645021645021645	1.0	0.0021645021645021645	0.01666666666666667	1.0	0.01666666666666667
NF2-R-C	0.4632028311729373	0.0059479265415089515	0.0021645021645021645	1.0	0.0021645021645021645	0.01666666666666667	1.0	0.01666666666666667
TAZ-R-V	0.46007187252071396	0.027112795120595508	0.0021645021645021645	1.0	0.0021645021645021645	0.01666666666666667	1.0	0.01666666666666667
MEK1_pS217_S221-R-V	0.45594173525140375	0.02113099849874652	0.0021645021645021645	1.0	0.0021645021645021645	0.01666666666666667	1.0	0.01666666666666667
PEA15-R-V	0.44912436274907425	0.0313897691800233	0.0021645021645021645	1.0	0.0021645021645021645	0.01666666666666667	1.0	0.01666666666666667
PKC-alpha-M-V	0.43897356497727497	0.4843151964470391	0.0021645021645021645	1.0	0.0021645021645021645	0.01666666666666667	1.0	0.01666666666666667
JAK2-R-E	0.4385491528907674	0.023513786891831666	0.0021645021645021645	1.0	0.0021645021645021645	0.01666666666666667	1.0	0.01666666666666667
4E-BP1_pT70-R-V	0.4363824528282126	0.006634604886463587	0.0021645021645021645	1.0	0.0021645021645021645	0.01666666666666667	1.0	0.01666666666666667
PKC-alpha_pS657-R-C	0.4307553148287964	0.0113216834517997	0.0021645021645021645	1.0	0.0021645021645021645	0.01666666666666667	1.0	0.01666666666666667
4E-BP1_pS65-R-V	0.42474165871794706	0.021287238941830062	0.0021645021645021645	1.0	0.0021645021645021645	0.01666666666666667	1.0	0.01666666666666667
NDRG1_pT346-R-V	0.4212369041523327	0.024211099686351843	0.0021645021645021645	1.0	0.0021645021645021645	0.01666666666666667	1.0	0.01666666666666667
PEA15_pS116-R-V	0.42112440604129153	0.5041243239661264	0.0021645021645021645	1.0	0.0021645021645021645	0.01666666666666667	1.0	0.01666666666666667
Fibronectin-R-V	0.4207808507117928	0.02318819888287527	0.0021645021645021645	1.0	0.0021645021645021645	0.01666666666666667	1.0	0.01666666666666667
Paxillin-R-C	0.4191521729931503	0.01809562092708929	0.0021645021645021645	1.0	0.0021645021645021645	0.01666666666666667	1.0	0.01666666666666667
beta-Catenin_pS33_S37_T41-R-E	0.4162897772807865	0.021361719331900748	0.0021645021645021645	1.0	0.0021645021645021645	0.01666666666666667	1.0	0.01666666666666667
