	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
ECTODERM_DEVELOPMENT	0.8568564194803446	0.0034752108192073533	6.552221202987813e-05	1.0	6.552221202987813e-05	0.00024073182474723158	1.0	0.00024073182474723158
JI_CARCINOGENESIS_BY_KRAS_AND_STK11_UP	0.8546457701258925	0.012829112099492149	6.552221202987813e-05	1.0	6.552221202987813e-05	0.00024073182474723158	1.0	0.00024073182474723158
EPIDERMIS_DEVELOPMENT	0.84059723179902	0.0016584910920136322	6.552221202987813e-05	1.0	6.552221202987813e-05	0.00024073182474723158	1.0	0.00024073182474723158
WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_DN	0.8365962309859271	0.01132729063474039	6.552221202987813e-05	1.0	6.552221202987813e-05	0.00024073182474723158	1.0	0.00024073182474723158
INAMURA_LUNG_CANCER_SCC_UP	0.8356254728835514	0.01672799086082741	6.552221202987813e-05	1.0	6.552221202987813e-05	0.00024073182474723158	1.0	0.00024073182474723158
HUPER_BREAST_BASAL_VS_LUMINAL_UP	0.827399978899471	0.015474339539278537	6.552221202987813e-05	1.0	6.552221202987813e-05	0.00024073182474723158	1.0	0.00024073182474723158
JAEGER_METASTASIS_DN	0.8192666587956369	0.00954132524373212	6.552221202987813e-05	1.0	6.552221202987813e-05	0.00024073182474723158	1.0	0.00024073182474723158
TISSUE_DEVELOPMENT	0.8172963286849483	0.006959893692865357	6.552221202987813e-05	1.0	6.552221202987813e-05	0.00024073182474723158	1.0	0.00024073182474723158
MURAKAMI_UV_RESPONSE_1HR_UP	0.8168492032944509	0.01155539889190229	6.552221202987813e-05	1.0	6.552221202987813e-05	0.00024073182474723158	1.0	0.00024073182474723158
KRAS.LUNG_UP.V1_DN	0.8144423257354505	0.005993933104043462	6.552221202987813e-05	1.0	6.552221202987813e-05	0.00024073182474723158	1.0	0.00024073182474723158
TAUBE_EMT_DN	0.8103310764508069	0.006428855710904407	6.552221202987813e-05	1.0	6.552221202987813e-05	0.00024073182474723158	1.0	0.00024073182474723158
CROMER_METASTASIS_DN	0.8080079196475686	0.017695097276975057	6.552221202987813e-05	1.0	6.552221202987813e-05	0.00024073182474723158	1.0	0.00024073182474723158
PID_DELTA_NP63_PATHWAY	0.7997890827026908	0.018914206268548846	6.552221202987813e-05	1.0	6.552221202987813e-05	0.00024073182474723158	1.0	0.00024073182474723158
HUMMERICH_BENIGN_SKIN_TUMOR_UP	0.7947722367897605	0.007828874823405878	6.552221202987813e-05	1.0	6.552221202987813e-05	0.00024073182474723158	1.0	0.00024073182474723158
RICKMAN_METASTASIS_DN	0.7937035100010039	0.018653027086701697	6.552221202987813e-05	1.0	6.552221202987813e-05	0.00024073182474723158	1.0	0.00024073182474723158
KRAS.50_UP.V1_DN	0.7885863434143942	0.010732265091830366	6.552221202987813e-05	1.0	6.552221202987813e-05	0.00024073182474723158	1.0	0.00024073182474723158
DOANE_BREAST_CANCER_ESR1_DN	0.7873439292131938	0.008935381808313974	6.552221202987813e-05	1.0	6.552221202987813e-05	0.00024073182474723158	1.0	0.00024073182474723158
RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_MODERATELY_DN	0.7866284996364667	0.013789717578482479	6.552221202987813e-05	1.0	6.552221202987813e-05	0.00024073182474723158	1.0	0.00024073182474723158
PYEON_HPV_POSITIVE_TUMORS_DN	0.785516499924496	0.020256941393160817	6.552221202987813e-05	1.0	6.552221202987813e-05	0.00024073182474723158	1.0	0.00024073182474723158
