	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
Claudin-7-R-V	0.6967063420542475	0.03326848009317195	0.0021645021645021645	1.0	0.0021645021645021645	0.02777777777777778	1.0	0.02777777777777778
TIGAR-R-V	0.6956913145063791	0.061910068155311575	0.0021645021645021645	1.0	0.0021645021645021645	0.02777777777777778	1.0	0.02777777777777778
Syk-M-V	0.6328317360209299	0.03365916327779577	0.0021645021645021645	1.0	0.0021645021645021645	0.02777777777777778	1.0	0.02777777777777778
Rab25-R-V	0.6276446098047578	0.04173867894197535	0.0021645021645021645	1.0	0.0021645021645021645	0.02777777777777778	1.0	0.02777777777777778
CDK1-R-V	0.6198886037062455	0.05366954983827249	0.0021645021645021645	1.0	0.0021645021645021645	0.02777777777777778	1.0	0.02777777777777778
E-Cadherin-R-V	0.5834775780066638	0.01267231652128781	0.0021645021645021645	1.0	0.0021645021645021645	0.02777777777777778	1.0	0.02777777777777778
p90RSK-R-C	0.5397868882910674	0.006630461870057349	0.0021645021645021645	1.0	0.0021645021645021645	0.02777777777777778	1.0	0.02777777777777778
c-Met-M-QC	0.5351807247280945	0.012911424506816278	0.0021645021645021645	1.0	0.0021645021645021645	0.02777777777777778	1.0	0.02777777777777778
p14 Arf(CST2407)-M-E	0.5264025878826895	0.03995545299265716	0.0021645021645021645	1.0	0.0021645021645021645	0.02777777777777778	1.0	0.02777777777777778
Lck-R-V	0.5235394749698326	0.038096074554651034	0.0021645021645021645	1.0	0.0021645021645021645	0.02777777777777778	1.0	0.02777777777777778
HER3-R-V	0.5199323083832668	0.045542255349304527	0.0021645021645021645	1.0	0.0021645021645021645	0.02777777777777778	1.0	0.02777777777777778
Caspase-8-M-QC	0.5041426967772901	0.0462239374748439	0.0021645021645021645	1.0	0.0021645021645021645	0.02777777777777778	1.0	0.02777777777777778
RSK1-2-3-R-E	0.501569598480746	0.011418615594491746	0.0021645021645021645	1.0	0.0021645021645021645	0.02777777777777778	1.0	0.02777777777777778
Snail-M-QC	0.49433418956413594	0.5931127201349796	0.0021645021645021645	1.0	0.0021645021645021645	0.02777777777777778	1.0	0.02777777777777778
PARP_cleaved-M-QC	0.47209698939545314	0.05224244446056318	0.0021645021645	0.997835497835	0.0021645021645	0.02777777777777778	1.0	0.02777777777777778
eIF4E-R-V	0.46776667364686214	0.04145043916071193	0.0021645021645	0.997835497835	0.0021645021645	0.02777777777777778	1.0	0.02777777777777778
Rab11-R-E	0.46626768342897323	0.013254357626861219	0.0021645021645	0.997835497835	0.0021645021645	0.02777777777777778	1.0	0.02777777777777778
TSC1-R-C	0.46616622642711203	0.015597853900992985	0.0021645021645	0.997835497835	0.0021645021645	0.02777777777777778	1.0	0.02777777777777778
RASD2(SigHPA005839)-R-E	0.4537513114011839	0.036661113126642074	0.004329004329	0.995670995671	0.004329004329	0.047619047619	1.0	0.047619047619
VAV1-R-E	0.44882311839269756	0.02450436570559797	0.004329004329	0.995670995671	0.004329004329	0.047619047619	1.0	0.047619047619
SETD2-R-QC	0.44879360072327873		0.004329004329	0.995670995671	0.004329004329	0.047619047619	1.0	0.047619047619
Smad1-R-V	0.4392313867077603		0.00649350649351	0.993506493506	0.00649350649351	0.0652173913043	1.0	0.0652173913043
HER2-M-V	0.4384255245533897		0.00649350649351	0.993506493506	0.00649350649351	0.0652173913043	1.0	0.0652173913043
