	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
PD 153035	-0.6752960643781045	0.07587580313386982	1.0	0.0010395010395010396	0.0010395010395010396	1.0	0.0625	0.0625
afatinib	-0.6566592148723307	0.043560202142821094	1.0	0.0010395010395010396	0.0010395010395010396	1.0	0.0625	0.0625
erlotinib	-0.6223978531474831	0.057065365560907313	1.0	0.0010395010395010396	0.0010395010395010396	1.0	0.0625	0.0625
lapatinib	-0.6127722066762517	0.008238035855079755	1.0	0.0010395010395010396	0.0010395010395010396	1.0	0.0625	0.0625
ibrutinib	-0.6016822363183368	0.03506934228185338	1.0	0.0010395010395010396	0.0010395010395010396	1.0	0.0625	0.0625
canertinib	-0.5807347796707595	0.09326544921066024	1.0	0.0010395010395010396	0.0010395010395010396	1.0	0.0625	0.0625
SB-431542	-0.5744059540297336	0.04971649999379474	1.0	0.0010395010395010396	0.0010395010395010396	1.0	0.0625	0.0625
gefitinib	-0.5692149226955241	0.057545773855094746	1.0	0.0010395010395010396	0.0010395010395010396	1.0	0.0625	0.0625
vandetanib	-0.5336607792795119	0.04394380604063844	0.994802494802	0.00519750519751	0.00519750519751	1.0	0.25	0.25
birinapant	-0.5289693103217603	0.583036323440878	0.994802494802	0.00519750519751	0.00519750519751	1.0	0.25	0.25
neratinib	-0.5231787158255878	0.042989914832538285	0.992723492723	0.00727650727651	0.00727650727651	1.0	0.318181818182	0.318181818182
bosutinib	-0.5090097586539276	0.031555615868577615	0.988565488565	0.0114345114345	0.0114345114345	1.0	0.423076923077	0.423076923077
BRD-K52037352	-0.5085382099303792	0.0532458288982074	0.988565488565	0.0114345114345	0.0114345114345	1.0	0.423076923077	0.423076923077
dasatinib	-0.5045491453062947	0.05965815768359064	0.986486486486	0.0135135135135	0.0135135135135	1.0	0.464285714286	0.464285714286
NSC23766	-0.5006215375176437	0.010182135167245754	0.981288981289	0.018711018711	0.018711018711	1.0	0.6	0.6
BRD-K49290616	-0.4929697493349215	0.08262283594949427	0.975051975052	0.024948024948	0.024948024948	1.0	0.636363636364	0.636363636364
tretinoin	-0.49143242157922035	0.009308104185828253	0.975051975052	0.024948024948	0.024948024948	1.0	0.636363636364	0.636363636364
JW-55	-0.4908079978977214	0.4475901993520875	0.975051975052	0.024948024948	0.024948024948	1.0	0.636363636364	0.636363636364
O-6-benzylguanine	-0.4890047494769891	0.5945216716296415	0.974012474012	0.0259875259875	0.0259875259875	1.0	0.636363636364	0.636363636364
Repligen 136	-0.4884576821255728	0.4431669219910258	0.972972972973	0.027027027027	0.027027027027	1.0	0.636363636364	0.636363636364
BRD-K29086754	-0.4814841492969572		0.965696465696	0.0343035343035	0.0343035343035	1.0	0.636363636364	0.636363636364
BRD-K30748066	-0.4807204060583156		0.964656964657	0.035343035343	0.035343035343	1.0	0.636363636364	0.636363636364
BYL-719	-0.4800350113028145		0.964656964657	0.035343035343	0.035343035343	1.0	0.636363636364	0.636363636364
PRIMA-1-Met	-0.47306724878240036		0.962577962578	0.037422037422	0.037422037422	1.0	0.636363636364	0.636363636364
BRD-K02251932	-0.47276739280029445		0.961538461538	0.0384615384615	0.0384615384615	1.0	0.636363636364	0.636363636364
tipifarnib-P1	-0.47132730953300594		0.959459459459	0.0405405405405	0.0405405405405	1.0	0.636363636364	0.636363636364
saracatinib	-0.47016449117749864		0.95841995842	0.04158004158	0.04158004158	1.0	0.636363636364	0.636363636364
necrostatin-7	-0.46891534639508087		0.95738045738	0.0426195426195	0.0426195426195	1.0	0.636363636364	0.636363636364
IU1	-0.46649934277345106		0.95738045738	0.0426195426195	0.0426195426195	1.0	0.636363636364	0.636363636364
itraconazole	-0.46524624121459174		0.956340956341	0.043659043659	0.043659043659	1.0	0.636363636364	0.636363636364
bleomycin A2	-0.4650997018878043		0.956340956341	0.043659043659	0.043659043659	1.0	0.636363636364	0.636363636364
BMS-270394	-0.4623597747163713		0.956340956341	0.043659043659	0.043659043659	1.0	0.636363636364	0.636363636364
WZ8040	-0.46079343684550356		0.956340956341	0.043659043659	0.043659043659	1.0	0.636363636364	0.636363636364
tamoxifen	-0.45911492728833675		0.953222453222	0.0467775467775	0.0467775467775	1.0	0.647435897436	0.647435897436
