	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
CTNNB1	-0.7423346309098379	0.06661306881048186	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.013157894736842106	0.013157894736842106
ADSL	-0.5942265494418942	0.021249478326539624	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.013157894736842106	0.013157894736842106
KRAS	-0.5942040317874082	0.055119544063731075	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.013157894736842106	0.013157894736842106
HNF1B	-0.562691508826646	0.06531992703826608	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.013157894736842106	0.013157894736842106
KLF5	-0.5574439046577369	0.05255788375215091	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.013157894736842106	0.013157894736842106
FERMT1	-0.556691483864881	0.06588258958922047	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.013157894736842106	0.013157894736842106
HNF4A	-0.5519634864728	0.06961319516053142	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.013157894736842106	0.013157894736842106
PFAS	-0.5499636527027204	0.03642370500919314	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.013157894736842106	0.013157894736842106
MTCH2	-0.5493110551741228	0.06290413119571044	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.013157894736842106	0.013157894736842106
ISCA2	-0.5307920741973312	0.11662682386065247	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.013157894736842106	0.013157894736842106
JUP	-0.5304183540442412	0.0988097177046957	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.013157894736842106	0.013157894736842106
RAB6A	-0.530300370459839	0.04428457539534834	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.013157894736842106	0.013157894736842106
RAB10	-0.5292268524555523	0.0637191499741983	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.013157894736842106	0.013157894736842106
GATS	-0.5230252689877919	0.049366995180028544	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.013157894736842106	0.013157894736842106
BCL9L	-0.5211171561232152	0.10493434726979382	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.013157894736842106	0.013157894736842106
ZC4H2	-0.5193077848543435	0.02116609881081661	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.013157894736842106	0.013157894736842106
RBM47	-0.5177148902374414	0.10413408685251169	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.013157894736842106	0.013157894736842106
PIK3CA	-0.5106318859601802	0.07947515643601005	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.013157894736842106	0.013157894736842106
BIRC5	-0.5005901056233255	0.04240959099473451	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.013157894736842106	0.013157894736842106
IGF1R	-0.5003948322885063	0.06868003839184476	1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.013157894736842106	0.013157894736842106
AHCYL1	-0.5003153941161066		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.013157894736842106	0.013157894736842106
ATOH1	-0.49893309220230697		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.013157894736842106	0.013157894736842106
PRSS38	-0.4964280876049047		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.013157894736842106	0.013157894736842106
COPE	-0.4957950033639419		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.013157894736842106	0.013157894736842106
SATB2	-0.4933795234537619		1.0	2.9286007145785744e-05	2.9286007145785744e-05	1.0	0.013157894736842106	0.013157894736842106
