Name	Score	0.95 MoE	p-value	FDR
Transglutaminase-M-V	0.5135100366458408	0.03669016133464673	0.001443001443001443	0.030303030303030304
TAZ-R-V	0.48546775883695037	0.039698046375171506	0.001443001443001443	0.030303030303030304
NF2-R-C	0.46293230352253784	0.043450642018161637	0.001443001443001443	0.030303030303030304
Caveolin-1-R-V	0.46246866017150984	0.00801396175867861	0.001443001443001443	0.030303030303030304
EGFR-R-V	0.4597401074184874	0.008881440945309023	0.001443001443001443	0.030303030303030304
PKC-alpha_pS657-R-C	0.44629355389241265	0.034369350593258075	0.001443001443001443	0.030303030303030304
PKC-alpha-M-V	0.43850052044135823	0.02359602250872638	0.001443001443001443	0.030303030303030304
SETD2-R-QC	0.42396237858632274	0.017348882391099798	0.001443001443001443	0.030303030303030304
PAI-1-M-E	0.4231589449170199	0.05783543746362154	0.001443001443001443	0.030303030303030304
Myosin IIa pS1943-R-V	0.41580888028373897	0.014209543265182818	0.001443001443001443	0.030303030303030304
Heregulin-R-V	0.4081604759157301	0.025289672231822036	0.001443001443001443	0.030303030303030304
MYH11-R-V	0.3973500710994294	0.02746599373650087	0.002886002886002886	0.05128205128205128
MIG-6-M-V	0.39302128535961495	0.015569965986872056	0.002886002886002886	0.05128205128205128
p62 Lck ligand-M-C	0.387239054094227	0.019827697232034733	0.005772005772005772	0.08333333333333333
YAP-R-E	0.385173529103207	0.02262037319197971	0.005772005772005772	0.08333333333333333
N-Cadherin-R-V	0.383480035755361	0.01729784288665571	0.005772005772005772	0.08333333333333333
PEA15-R-V	0.3822203094978873	0.033460241017316	0.007215007215007215	0.09803921568627451
Annexin_VII-M-V	0.3774723698722909	0.02279622951300135	0.010101010101010102	0.10606060606060608
VEGFR2-R-V	0.3756318674410852	0.018835299378241344	0.010101010101010102	0.10606060606060608
c-Met-M-QC	0.37404918594466713	0.3750234198723209	0.010101010101010102	0.10606060606060608
Fibronectin-R-V	0.3724747091308838		0.010101010101010102	0.10606060606060608
G6PD-M-V	0.3704358425006678		0.010101010101010102	0.10606060606060608
p14 Arf(BetA300-340A)-R-E	0.3681984395033045		0.011544011544011544	0.10666666666666667
PEA15_pS116-R-V	0.36313939826149655		0.011544011544011544	0.10666666666666667
PKC-delta_pS664-R-V	0.36178680280195563		0.011544011544011544	0.10666666666666667
PRDX1-R-V	0.3529870244847071		0.012987012987012988	0.11494252873563218
Smad3-R-V	0.35021629623255884		0.01443001443001443	0.11494252873563218
Annexin 1-M-E	0.34880609691868614		0.01443001443001443	0.11494252873563218
AR-R-V	0.34751193232881594		0.01443001443001443	0.11494252873563218
NF-kB-p65_pS536-R-C	0.3453216180564998		0.017316017316017316	0.13333333333333336
EGFR_pY1068-R-C	0.34284836982673067		0.01875901875901876	0.13541666666666669
AMPK_alpha-R-C	0.3421894438291429		0.01875901875901876	0.13541666666666669
c-Jun_pS73-R-V	0.33626781999374206		0.024531024531024532	0.1619047619047619
RASD2(SigHPA005839)-R-E	0.33482972013207585		0.024531024531024532	0.1619047619047619
Caspase-8-M-QC	0.3345042561840991		0.024531024531024532	0.1619047619047619
HER2_pY1248-R-C	0.33272045690152496		0.025974025974025976	0.16666666666666669
YAP_pS127-R-E	0.3276192907219717		0.030303030303030304	0.1891891891891892
STAT3_pY705-R-V	0.321081944887813		0.03607503607503607	0.21929824561403505
HER2-M-V	0.3138498940740716		0.04184704184704185	0.24166666666666667
Paxillin-R-C	0.31307738603731344		0.04184704184704185	0.24166666666666667
YB-1-R-V	0.31051980117816924		0.047619047619047616	0.26829268292682923
Cyclin_E1-M-V	0.3079084720658541		0.049062049062049064	0.2698412698412698
BRCA2-R-C	0.30630874312164424		0.05194805194805195	0.27906976744186046
p14 Arf(BetIHC-00196)-R-E	0.3053136515003123		0.05483405483405483	0.2878787878787879
ETS-1-R-V	0.28844819170192626		0.0735930735930736	0.37777777777777777
Cyclin_D1-R-V	0.28437193514531744		0.0836940836940837	0.38505747126436785
beta Actin-R-E	0.28133106504071537		0.08802308802308802	0.38505747126436785
Shc_pY317-R-E	0.2801537684276934		0.08802308802308802	0.38505747126436785
TTF1-R-V	0.2799867115999752		0.08802308802308802	0.38505747126436785
C-Raf_pS338-R-V	0.27620726882909047		0.09379509379509379	0.38505747126436785
MAPK_pT202_Y204-R-V	0.2755107867021683		0.09379509379509379	0.38505747126436785
Rictor-R-C	0.27476666832569513		0.09379509379509379	0.38505747126436785
alpha-Catenin-M-V	0.27457368919892		0.09379509379509379	0.38505747126436785
EGFR_pY1173-R-V	0.27397574480398473		0.09379509379509379	0.38505747126436785
4E-BP1_pS65-R-V	0.2737149435730225		0.09523809523809523	0.38505747126436785
beta-Catenin_pS33_S37_T41-R-E	0.2730174847242538		0.09668109668109669	0.38505747126436785
S6_pS235_S236-R-V	0.2729118145167524		0.09668109668109669	0.38505747126436785
Prohibitin-R-E	0.27259407468222996		0.09668109668109669	0.38505747126436785
4E-BP1_pT70-R-V	0.26895653069400993		0.1111111111111111	0.421875
eIF4G-R-C	0.2686177038590967		0.11255411255411256	0.421875
Caspase 8 Cleaved Asp391-R-E	0.2680417713108066		0.113997113997114	0.421875
Src-M-V	0.2673751115182281		0.113997113997114	0.421875
Gab2-R-V	0.26674724385744375		0.11544011544011544	0.421875
NDRG1_pT346-R-V	0.2655591724641685		0.11688311688311688	0.421875
YB-1_pS102-R-V	0.2640441587289843		0.12554112554112554	0.4461538461538461
p21-R-V	0.2611118999799992		0.1370851370851371	0.47979797979797983
Dvl3-R-V	0.25969756746089506		0.1414141414141414	0.48039215686274506
S6_pS240_S244-R-V	0.2595430838757899		0.1414141414141414	0.48039215686274506
MDM2_pS166-R-E	0.2586733158014317		0.14574314574314573	0.48792270531400966
Bcl-xL-R-V	0.256857920833504		0.15151515151515152	0.490990990990991
TFRC-R-V	0.25667980098699067		0.15295815295815296	0.490990990990991
A-Raf_pS299-R-C	0.2562540873653088		0.15584415584415584	0.490990990990991
cIAP-R-C	0.25572957041090866		0.15728715728715728	0.490990990990991
MEK1_pS217_S221-R-V	0.25522387761983956		0.15728715728715728	0.490990990990991
PKC-pan_BetaII_pS660-R-V	0.25333850446341083		0.16161616161616163	0.4977777777777778
p70S6K_pT389-R-V	0.2511922735300637		0.17604617604617603	0.5350877192982455
STAT3-R-E	0.25048049228060837		0.18037518037518038	0.5384615384615384
N-Ras-M-V	0.2501839255620031		0.18181818181818182	0.5384615384615384
Acetyl-a-Tubulin (Lys40)-R-C	0.2489807368360476		0.18903318903318903	0.5436507936507936
Rad50-M-V	0.2473357799619031		0.1919191919191919	0.5436507936507936
SHP-2_pY542-R-E	0.24695547343071816		0.19480519480519481	0.5436507936507936
JNK_pT183_Y185-R-V	0.24694100326428317		0.19480519480519481	0.5436507936507936
Rictor_pT1135-R-V	0.2464350265993054		0.1976911976911977	0.5436507936507936
Akt_pT308-R-V	0.2462526179718486		0.1976911976911977	0.5436507936507936
Porin-R-E	0.24531989985870742		0.20346320346320346	0.5517241379310345
Bad_pS112-R-V	0.2444291349005419		0.20634920634920634	0.5517241379310345
beta-Catenin-R-V	0.24405093962501648		0.2077922077922078	0.5517241379310345
ADAR1-R-V	0.2423520053806665		0.21933621933621933	0.5757575757575758
mTOR_pS2448-R-C	0.24102405163603552		0.227994227994228	0.5917602996254682
GSK3_pS9-R-V	0.23704400074955453		0.2481962481962482	0.637037037037037
Akt_pS473-R-V	0.23650483960326166		0.2510822510822511	0.6373626373626373
p90RSK_pT573-R-E	0.23550655272037302		0.25685425685425683	0.644927536231884
GSK3-alpha-beta_pS21_S9-R-V	0.23091945278147524		0.27705627705627706	0.6808510638297872
IRS1-R-V	0.2309012423900279		0.27705627705627706	0.6808510638297872
p38_pT180_Y182-R-V	0.22352563976037143		0.329004329004329	0.8
ACC1-R-E	0.221012818326128		0.34054834054834054	0.8109965635738832
JNK2-R-C	0.22047032283795526		0.34054834054834054	0.8109965635738832
53BP1-R-V	0.21566089209538664		0.3694083694083694	0.8707482993197279
PRAS40_pT246-R-V	0.20035296299532884		0.4574314574314574	0.9423558897243107
FOXO3a_pS318_S321-R-C	0.20014287132696576		0.4603174603174603	0.9423558897243107
