	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
Syk-M-V	0.5817246351439074	0.01665383909787811	8.658008658008658e-05	1.0	8.658008658008658e-05	0.00153846153846	1.0	0.00153846153846
p90RSK-R-C	0.5788098963558203	0.01682367925490437	8.658008658008658e-05	1.0	8.658008658008658e-05	0.00153846153846	1.0	0.00153846153846
Claudin-7-R-V	0.5743534282807948	0.015674456006140383	8.658008658008658e-05	1.0	8.658008658008658e-05	0.00153846153846	1.0	0.00153846153846
RSK1-2-3-R-E	0.5628955999384507	0.019555989972863227	8.658008658008658e-05	1.0	8.658008658008658e-05	0.00153846153846	1.0	0.00153846153846
Smad1-R-V	0.5269094708350156	0.020051732974382293	8.658008658008658e-05	1.0	8.658008658008658e-05	0.00153846153846	1.0	0.00153846153846
Rab25-R-V	0.49489068567066996	0.017452586295417433	8.658008658008658e-05	1.0	8.658008658008658e-05	0.00153846153846	1.0	0.00153846153846
TIGAR-R-V	0.4563977833227071	0.024474027407437125	8.658008658008658e-05	1.0	8.658008658008658e-05	0.00153846153846	1.0	0.00153846153846
CDK1-R-V	0.4449380010152735	0.022555954116613715	8.658008658008658e-05	1.0	8.658008658008658e-05	0.00153846153846	1.0	0.00153846153846
HER3-R-V	0.4362019979579992	0.02420880649484154	8.658008658008658e-05	1.0	8.658008658008658e-05	0.00153846153846	1.0	0.00153846153846
E-Cadherin-R-V	0.42127336092828854	0.023299418096535473	8.658008658008658e-05	1.0	8.658008658008658e-05	0.00153846153846	1.0	0.00153846153846
Snail-M-QC	0.42092343233619983	0.05891626476250416	8.658008658008658e-05	1.0	8.658008658008658e-05	0.00153846153846	1.0	0.00153846153846
PARP_cleaved-M-QC	0.38485772103558274	0.04782981552354377	8.65800865801e-05	0.999913419913	8.65800865801e-05	0.00153846153846	1.0	0.00153846153846
Rab11-R-E	0.38248094765765056	0.02154331545583729	8.65800865801e-05	0.999913419913	8.65800865801e-05	0.00153846153846	1.0	0.00153846153846
c-Met-M-QC	0.37575576442259373	0.0865898441319768	0.00025974025974	0.99974025974	0.00025974025974	0.00428571428571	1.0	0.00428571428571
HER2-M-V	0.36575678013367663	0.022442470067020957	0.000692640692641	0.999307359307	0.000692640692641	0.01	1.0	0.01
PEA15_pS116-R-V	0.3657293558409576	0.0875648510577891	0.000692640692641	0.999307359307	0.000692640692641	0.01	1.0	0.01
PCNA-M-C	0.3627658868321972	0.019930173537721498	0.000779220779221	0.999220779221	0.000779220779221	0.0105882352941	1.0	0.0105882352941
p14 Arf(CST2407)-M-E	0.35415337813762354	0.09103866500886174	0.00112554112554	0.998874458874	0.00112554112554	0.0144444444444	1.0	0.0144444444444
eIF4E-R-V	0.34735048923738254	0.021285319978831728	0.00138528138528	0.998614718615	0.00138528138528	0.016	1.0	0.016
ERCC1-M-QC	0.34691958482871543	0.036441612319767176	0.00138528138528	0.998614718615	0.00138528138528	0.016	1.0	0.016
Shc_pY317-R-E	0.3452840356427339		0.00164502164502	0.998354978355	0.00164502164502	0.0180952380952	1.0	0.0180952380952
GSK3-alpha-beta-M-V	0.3435305816995966		0.00181818181818	0.998181818182	0.00181818181818	0.0190909090909	1.0	0.0190909090909
IGFBP2-R-V	0.3325501409700876		0.00337662337662	0.996623376623	0.00337662337662	0.0338461538462	1.0	0.0338461538462
beta-Catenin_pT41_S45-R-E	0.32978283438276423		0.00363636363636	0.996363636364	0.00363636363636	0.0338461538462	1.0	0.0338461538462
Caspase-7_cleavedD198-R-C	0.32852627154978653		0.00372294372294	0.996277056277	0.00372294372294	0.0338461538462	1.0	0.0338461538462
PDCD4-R-C	0.3280342979043354		0.00380952380952	0.99619047619	0.00380952380952	0.0338461538462	1.0	0.0338461538462
p38 alpha MAPK-M-E	0.31246108632799185		0.00658008658009	0.99341991342	0.00658008658009	0.0561290322581	1.0	0.0561290322581
FOXO3a_pS318_S321-R-C	0.30849247567120164		0.00727272727273	0.992727272727	0.00727272727273	0.0561290322581	1.0	0.0561290322581
Lck-R-V	0.3076016316843051		0.00727272727273	0.992727272727	0.00727272727273	0.0561290322581	1.0	0.0561290322581
SCD1-M-V	0.30649626172364525		0.00744588744589	0.992554112554	0.00744588744589	0.0561290322581	1.0	0.0561290322581
p38_pT180_Y182-R-V	0.3049684156231423		0.00753246753247	0.992467532468	0.00753246753247	0.0561290322581	1.0	0.0561290322581
VHL-M-C	0.30003586452029324		0.00857142857143	0.991428571429	0.00857142857143	0.061875	1.0	0.061875
Chk1_pS345-R-C	0.29116177198770427		0.0104761904762	0.989523809524	0.0104761904762	0.0733333333333	1.0	0.0733333333333
Chk2-M-V	0.28568993428994505		0.0121212121212	0.987878787879	0.0121212121212	0.0823529411765	1.0	0.0823529411765
Bax-R-V	0.2777581838171067		0.0148917748918	0.985108225108	0.0148917748918	0.0982857142857	1.0	0.0982857142857
RAD51-R-V	0.27517581175282785		0.0162770562771	0.983722943723	0.0162770562771	0.104444444444	1.0	0.104444444444
PTEN-R-V	0.2730462982381493		0.0172294372294	0.982770562771	0.0172294372294	0.105128205128	1.0	0.105128205128
Caspase-8-M-QC	0.2724667545574435		0.0174891774892	0.982510822511	0.0174891774892	0.105128205128	1.0	0.105128205128
p44-42 MAPK (ERK1-2)-R-E	0.2714883682253396		0.0177489177489	0.982251082251	0.0177489177489	0.105128205128	1.0	0.105128205128
PR-R-V	0.26842307605135207		0.0192207792208	0.980779220779	0.0192207792208	0.111	1.0	0.111
Smad4-M-V	0.26692411239376257		0.0203463203463	0.979653679654	0.0203463203463	0.114634146341	1.0	0.114634146341
Src_pY527-R-V	0.2589334198921303		0.0244155844156	0.975584415584	0.0244155844156	0.134285714286	1.0	0.134285714286
PI3K-p85-R-V	0.25597300505083737		0.0257142857143	0.974285714286	0.0257142857143	0.138139534884	1.0	0.138139534884
p90RSK_pT359_S363-R-C	0.2525050925886937		0.0289177489177	0.971082251082	0.0289177489177	0.151818181818	1.0	0.151818181818
beta-Catenin-R-V	0.2509029315893423		0.0301298701299	0.96987012987	0.0301298701299	0.154666666667	1.0	0.154666666667
AMPK_pT172-R-V	0.248589066945985		0.0321212121212	0.967878787879	0.0321212121212	0.161304347826	1.0	0.161304347826
beta-Catenin_pS33_S37_T41-R-E	0.24796111131308338		0.032987012987	0.967012987013	0.032987012987	0.162127659574	1.0	0.162127659574
Tuberin_pT1462-R-V	0.2436048462503488		0.0366233766234	0.963376623377	0.0366233766234	0.17625	1.0	0.17625
