	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
PAI-1-M-E	0.5106353508374919	0.02503251304355867	8.658008658008658e-05	1.0	8.658008658008658e-05	0.004	1.0	0.004
PKC-alpha-M-V	0.4658520437871298	0.024880088995276183	8.658008658008658e-05	1.0	8.658008658008658e-05	0.004	1.0	0.004
Tuberin-R-V	0.42199527735480474	0.021164048373624535	8.65800865801e-05	0.999913419913	8.65800865801e-05	0.004	1.0	0.004
NF-kB-p65_pS536-R-C	0.42193751536060653	0.028302955692480637	8.65800865801e-05	0.999913419913	8.65800865801e-05	0.004	1.0	0.004
PKC-alpha_pS657-R-C	0.42016937593047987	0.021784318506719243	8.65800865801e-05	0.999913419913	8.65800865801e-05	0.004	1.0	0.004
Paxillin-R-C	0.41194728656668367	0.020605690100648874	0.00017316017316	0.999826839827	0.00017316017316	0.00666666666667	1.0	0.00666666666667
FRA1_pS265-R-E	0.3982278223805088	0.02034720872918477	0.00025974025974	0.99974025974	0.00025974025974	0.0075	1.0	0.0075
ATM-R-E	0.3908233518578956	0.017732419272543515	0.00025974025974	0.99974025974	0.00025974025974	0.0075	1.0	0.0075
Rictor-R-C	0.3836511891827441	0.023998323690645494	0.00034632034632	0.999653679654	0.00034632034632	0.00888888888889	1.0	0.00888888888889
PKC-delta_pS664-R-V	0.36774321568757135	0.025275498090723186	0.000692640692641	0.999307359307	0.000692640692641	0.016	1.0	0.016
PEA15-R-V	0.3592232431018973	0.022007739287818174	0.000865800865801	0.999134199134	0.000865800865801	0.0166666666667	1.0	0.0166666666667
Transglutaminase-M-V	0.3502465081708111	0.024410420225277	0.000865800865801	0.999134199134	0.000865800865801	0.0166666666667	1.0	0.0166666666667
PREX1-R-E	0.3453093563059226	0.04104631054927854	0.0012987012987	0.998701298701	0.0012987012987	0.02	1.0	0.02
FRA1-R-E	0.34516915982009894	0.016254113227998822	0.0012987012987	0.998701298701	0.0012987012987	0.02	1.0	0.02
4E-BP1_pS65-R-V	0.34480344448053396	0.023281886829494502	0.0012987012987	0.998701298701	0.0012987012987	0.02	1.0	0.02
4E-BP1_pT37_T46-R-V	0.33434983928285117	0.02554757562080475	0.0021645021645	0.997835497835	0.0021645021645	0.03125	1.0	0.03125
C-Raf_pS338-R-V	0.3314216436439968	0.025030441262532635	0.00242424242424	0.997575757576	0.00242424242424	0.0329411764706	1.0	0.0329411764706
Rictor_pT1135-R-V	0.32137936070328416	0.025236023070462014	0.00337662337662	0.996623376623	0.00337662337662	0.0410526315789	1.0	0.0410526315789
Akt-R-V	0.3213037966167964	0.017735240986086104	0.00337662337662	0.996623376623	0.00337662337662	0.0410526315789	1.0	0.0410526315789
AR-R-V	0.3206151862030487	0.10297716645070139	0.00363636363636	0.996363636364	0.00363636363636	0.042	1.0	0.042
Tuberin_pT1462-R-V	0.3192454794390008		0.0038961038961	0.996103896104	0.0038961038961	0.0428571428571	1.0	0.0428571428571
C-Raf(MP05-739)-R-V	0.3139738194429581		0.00484848484848	0.995151515152	0.00484848484848	0.0509090909091	1.0	0.0509090909091
Myosin IIa pS1943-R-V	0.3032740686566802		0.00675324675325	0.993246753247	0.00675324675325	0.0678260869565	1.0	0.0678260869565
c-Jun_pS73-R-V	0.2965005135295754		0.00831168831169	0.991688311688	0.00831168831169	0.08	1.0	0.08
GAPDH-M-C	0.2913203190315768		0.00961038961039	0.99038961039	0.00961038961039	0.0853846153846	1.0	0.0853846153846
Caveolin-1-R-V	0.291238514736945		0.00961038961039	0.99038961039	0.00961038961039	0.0853846153846	1.0	0.0853846153846
EGFR-R-V	0.2859175488943638		0.0112554112554	0.988744588745	0.0112554112554	0.0962962962963	1.0	0.0962962962963
TAZ-R-V	0.2804746348436792		0.0135064935065	0.986493506494	0.0135064935065	0.109655172414	1.0	0.109655172414
eIF4G-R-C	0.28014239694492166		0.0137662337662	0.986233766234	0.0137662337662	0.109655172414	1.0	0.109655172414
FOXO3a_pS318_S321-R-C	0.27485612776973445		0.0162770562771	0.983722943723	0.0162770562771	0.125333333333	1.0	0.125333333333
Src_pY416-R-C	0.2709931300890413		0.0177489177489	0.982251082251	0.0177489177489	0.132258064516	1.0	0.132258064516
mTOR_pS2448-R-C	0.26968719130773294		0.0184415584416	0.981558441558	0.0184415584416	0.133125	1.0	0.133125
IRS1-R-V	0.2587876716778713		0.0238095238095	0.97619047619	0.0238095238095	0.165555555556	1.0	0.165555555556
C-Raf(BD610151)-M-E	0.2575110817796873		0.0251082251082	0.974891774892	0.0251082251082	0.165555555556	1.0	0.165555555556
MSH6-R-C	0.257054980036074		0.0251948051948	0.974805194805	0.0251948051948	0.165555555556	1.0	0.165555555556
Bad_pS112-R-V	0.2561400222802071		0.0258008658009	0.974199134199	0.0258008658009	0.165555555556	1.0	0.165555555556
YB-1-R-V	0.2542720888688832		0.0269264069264	0.973073593074	0.0269264069264	0.168108108108	1.0	0.168108108108
G6PD-M-V	0.25018226480869865		0.030303030303	0.969696969697	0.030303030303	0.177	1.0	0.177
PRAS40_pT246-R-V	0.25017063513439225		0.030303030303	0.969696969697	0.030303030303	0.177	1.0	0.177
S6_pS235_S236-R-V	0.24949946303189774		0.0306493506494	0.969350649351	0.0306493506494	0.177	1.0	0.177
p21-R-V	0.24700827770268396		0.032987012987	0.967012987013	0.032987012987	0.185853658537	1.0	0.185853658537
Dvl3-R-V	0.24463350565851547		0.0345454545455	0.965454545455	0.0345454545455	0.188	1.0	0.188
STAT5-alpha-R-V	0.24310379078148858		0.0362770562771	0.963722943723	0.0362770562771	0.188	1.0	0.188
S6-R-E	0.24284270512693917		0.0364502164502	0.96354978355	0.0364502164502	0.188	1.0	0.188
MIG-6-M-V	0.24272899185142044		0.0366233766234	0.963376623377	0.0366233766234	0.188	1.0	0.188
FRA1_pS265 Cleaved D22B1-R-E	0.2400786731864333		0.0393939393939	0.960606060606	0.0393939393939	0.197446808511	1.0	0.197446808511
PKC-pan_BetaII_pS660-R-V	0.2390920279855401		0.0401731601732	0.959826839827	0.0401731601732	0.197446808511	1.0	0.197446808511
JNK2-R-C	0.2359686703343832		0.0436363636364	0.956363636364	0.0436363636364	0.21	1.0	0.21
YAP-R-E	0.2330798482457999		0.0472727272727	0.952727272727	0.0472727272727	0.222857142857	1.0	0.222857142857
