	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
BOYAULT_LIVER_CANCER_SUBCLASS_G6	0.521381586940865	0.02098131364467469	2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
COLDREN_GEFITINIB_RESISTANCE	0.5194784553715324	0.018080308214142287	2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
ONDER_CDH1_TARGETS_2	0.49498646539144914	0.019730808246310107	2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
ESC_J1_UP_LATE.V1_DN	0.494109673239746	0.02640149959434043	2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
MOHANKUMAR_TLX1_TARGETS	0.49200212734843624	0.01761888577163178	2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
EIF4E	0.4725048712770964	0.01636261726462646	2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
DAVIES_MULTIPLE_MYELOMA_VS_MGUS	0.4669677851301711	0.017930019286990676	2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
JAEGER_METASTASIS	0.4588355327328161	0.017769974370209586	2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
NIELSEN_SYNOVIAL_SARCOMA	0.44791940582144707	0.020659180830954395	2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
ROESSLER_LIVER_CANCER_METASTASIS	0.44382867440545154	0.02781404431727447	2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
PDGF_UP.V1	0.443138502557286	0.019498492722682358	2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
TAUBE_EMT	0.4428880956527137	0.02217384116530359	2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
BOYLAN_MULTIPLE_MYELOMA_C_D	0.4407545403438036	0.023668378948832662	2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
PID_LKB1_PATHWAY	0.4303582695978634	0.02421921320294821	2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
GROGER_EMT	0.42980058143896305	0.019161407654291165	2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
COLDREN_GEFITINIB_RESISTANCE_UP	0.4290624853534718	0.02074121254320374	2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
WOOD_EBV_EBNA1_TARGETS	0.4275353271207281	0.02496945973783006	2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
ONDER_CDH1_TARGETS_3	0.4267870468687326	0.016395354011068505	2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
BILANGES_RAPAMYCIN_SENSITIVE_VIA_TSC1_AND_TSC2	0.4250153146956456	0.02604799308126293	2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_2FC	0.4227715457146145	0.021229046966102644	2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
E2F3_UP.V1	0.42220482822928695		2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
BIOCARTA_SHH_PATHWAY	0.4186529808855853		2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
CHANG_IMMORTALIZED_BY_HPV31	0.41813367184325767		2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
NOJIMA_SFRP2_TARGETS	0.4176097052667485		2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
DIAZ_CHRONIC_MEYLOGENOUS_LEUKEMIA	0.41596280766318366		2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
NAGY_TFTC_COMPONENTS_HUMAN	0.41413123149055353		2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
KIM_MYC_AMPLIFICATION_TARGETS	0.41371811643991796		2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
SENGUPTA_NASOPHARYNGEAL_CARCINOMA	0.41201517448941183		2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
HASLINGER_B_CLL_WITH_17P13_DELETION	0.41034585685066366		2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
RICKMAN_METASTASIS	0.40953170487315876		2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
SMID_BREAST_CANCER_NORMAL_LIKE	0.4067504661060092		2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
HOFMANN_MYELODYSPLASTIC_SYNDROM_HIGH_RISK	0.40420668320405606		2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
NGO_MALIGNANT_GLIOMA_1P_LOH	0.403221930958021		2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
WEST_ADRENOCORTICAL_CARCINOMA_VS_ADENOMA	0.39845777317211767		2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
CHUNG_BLISTER_CYTOTOXICITY	0.3975281217166		2.6208884811951253e-06	1.0	2.6208884811951253e-06	0.0003773584905660377	1.0	0.0003773584905660377
