	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
isoliquiritigenin	-0.44411483585381967	0.0785353404975232	0.997671517672	0.00232848232848	0.00232848232848	0.997671517672	0.66	0.66
avicin D	-0.43218192227372887	0.039495274141446046	0.997255717256	0.00274428274428	0.00274428274428	0.997671517672	0.66	0.66
CAY10576	-0.3576836797567362	0.04442513184163751	0.990020790021	0.00997920997921	0.00997920997921	0.994154488518	0.987272727273	0.987272727273
BRD-K24690302	-0.35039841166439506	0.0635496301938894	0.988731808732	0.0112681912682	0.0112681912682	0.994154488518	0.987272727273	0.987272727273
OSI-930	-0.3405053124564142	0.040586354013791646	0.985613305613	0.0143866943867	0.0143866943867	0.993878406709	0.987272727273	0.987272727273
SGX-523	-0.3401947799166568	0.08867930772175919	0.98553014553	0.0144698544699	0.0144698544699	0.993878406709	0.987272727273	0.987272727273
BRD-K42260513	-0.33042511965257815	0.07406513781716981	0.982079002079	0.017920997921	0.017920997921	0.993878406709	0.987272727273	0.987272727273
neopeltolide	-0.3224878244225587	0.08583699918644984	0.978918918919	0.0210810810811	0.0210810810811	0.993375527426	0.987272727273	0.987272727273
olaparib	-0.3224148717810276	0.04131340464468581	0.978918918919	0.0210810810811	0.0210810810811	0.993375527426	0.987272727273	0.987272727273
QW-BI-011	-0.32026747833793745	0.08681112167637259	0.977920997921	0.022079002079	0.022079002079	0.993375527426	0.987272727273	0.987272727273
BMS-195614	-0.31913402905613397	0.0850615669635197	0.977422037422	0.022577962578	0.022577962578	0.993375527426	0.987272727273	0.987272727273
BRD-K37390332	-0.30296686830605923	0.037592524824410556	0.968482328482	0.0315176715177	0.0315176715177	0.99114893617	1.0	1.0
staurosporine	-0.30274352000979476	0.09037480717414413	0.968440748441	0.0315592515593	0.0315592515593	0.99114893617	1.0	1.0
ML083	-0.30147550271813617	0.08982063510166938	0.967567567568	0.0324324324324	0.0324324324324	0.99114893617	1.0	1.0
A-804598	-0.2991732360049718	0.08124560194655746	0.966444906445	0.0335550935551	0.0335550935551	0.99114893617	1.0	1.0
ruxolitinib	-0.29577339903875594	0.025665079853753915	0.964158004158	0.035841995842	0.035841995842	0.99114893617	1.0	1.0
ML031	-0.292821166873529	0.020797390582101716	0.961746361746	0.0382536382536	0.0382536382536	0.99114893617	1.0	1.0
CHIR-99021	-0.2864706753489844	0.09278897529786632	0.956632016632	0.043367983368	0.043367983368	0.99114893617	1.0	1.0
BRD-K51831558	-0.28629299757885646	0.05624477665198874	0.956299376299	0.0437006237006	0.0437006237006	0.99114893617	1.0	1.0
myriocin	-0.2850806435731823	0.09704385400643654	0.954844074844	0.0451559251559	0.0451559251559	0.99114893617	1.0	1.0
