	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
SINGH_KRAS_DEPENDENCY_SIGNATURE_	0.7112193494017279	0.01041304866053239	2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
AMIT_SERUM_RESPONSE_240_MCF10A	0.688240121935716	0.010925598087008907	2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
DELYS_THYROID_CANCER_UP	0.6873616716744927	0.011149583455337843	2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
KOINUMA_TARGETS_OF_SMAD2_OR_SMAD3	0.6835276923582003	0.010751516583633767	2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	0.6788462903909585	0.014442975448501169	2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
ONDER_CDH1_TARGETS_2_DN	0.6736885263361398	0.009407256783126103	2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
HUPER_BREAST_BASAL_VS_LUMINAL_DN	0.6736169274331374	0.012723147069699549	2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS	0.6658999141274388	0.01492595580241696	2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
E2F3_UP.V1_DN	0.6650798404779228	0.015831773323189652	2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
DELYS_THYROID_CANCER	0.663454651721849	0.019233741585540573	2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
SRC_UP.V1_DN	0.6627299972434696	0.014520590046341306	2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
WU_CELL_MIGRATION	0.6610503465227808	0.010803327102559187	2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_4	0.6603296614787458	0.012813291320650648	2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION	0.6598595040251362	0.013762157434380709	2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
WANG_RESPONSE_TO_PACLITAXEL_VIA_MAPK8_UP	0.6567008065601732	0.0145871617127914	2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
AIGNER_ZEB1_TARGETS	0.6560995452801172	0.014445472615451444	2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
MCBRYAN_PUBERTAL_BREAST_3_4WK_UP	0.650471736883377	0.012636203975218153	2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
ZHANG_GATA6_TARGETS_DN	0.64994490200722	0.014272147136923923	2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
ENK_UV_RESPONSE_EPIDERMIS_UP	0.6450071852265138	0.015347386560385796	2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
NAGASHIMA_NRG1_SIGNALING_DN	0.6426869916241736	0.015536864807592537	2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
MYC_UP.V1_DN	0.6421876292779325		2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
ONDER_CDH1_TARGETS_1_DN	0.6404186320665951		2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
MCBRYAN_PUBERTAL_BREAST_4_5WK_UP	0.6397147960868915		2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
HINATA_NFKB_TARGETS_KERATINOCYTE_DN	0.6369018146774843		2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
SWEET_LUNG_CANCER_KRAS_UP	0.6346539554344318		2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
REACTOME_CELL_CELL_COMMUNICATION	0.633312855907649		2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
PEDERSEN_TARGETS_OF_611CTF_ISOFORM_OF_ERBB2	0.6326062196460416		2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
PID_ERBB_NETWORK_PATHWAY	0.6290978939190451		2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP	0.6285198854176285		2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
LIN_SILENCED_BY_TUMOR_MICROENVIRONMENT	0.6282576239322551		2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
ONDER_CDH1_TARGETS_3_DN	0.6265117310534036		2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
COLDREN_GEFITINIB_RESISTANCE_DN	0.6256778983867665		2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
GU_PDEF_TARGETS_DN	0.6249682195256429		2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
PTEN_DN.V2	0.6232043560252719		2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
SIMBULAN_UV_RESPONSE_NORMAL_DN	0.6228289939232933		2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
REACTOME_CELL_JUNCTION_ORGANIZATION	0.619367995466732		2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
RICKMAN_HEAD_AND_NECK_CANCER_C	0.6172259610871973		2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
HE_PTEN_TARGETS_DN	0.6152022080905789		2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
MISSIAGLIA_REGULATED_BY_METHYLATION_UP	0.6148050943779237		2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
SESTO_RESPONSE_TO_UV_C1	0.6143296369468482		2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
FRASOR_TAMOXIFEN_RESPONSE_UP	0.6137991796773956		2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION	0.6101408435899275		2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
ZWANG_CLASS_1_TRANSIENTLY_INDUCED_BY_EGF	0.6094745272695794		2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
DUTERTRE_ESTRADIOL_RESPONSE_24HR_DN	0.6090915806227969		2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
RECEPTOR_COMPLEX	0.6087776548720633		2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_DN	0.6087485270036364		2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
BOQUEST_STEM_CELL_DN	0.608716285644648		2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
EPIDERMAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	0.6084720700383248		2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
PTEN_DN.V2_UP	0.6083109296059804		2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
BOSCO_EPITHELIAL_DIFFERENTIATION_MODULE	0.6081222517493757		2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
ZWANG_EGF_INTERVAL_DN	0.6080025937015162		2.6208884811951253e-06	1.0	2.6208884811951253e-06	1.2547051442910917e-05	1.0	1.2547051442910917e-05
