	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
austocystin D	-0.5778861507901683	0.02496956253699981	0.999376299376	0.000623700623701	0.000623700623701	0.999376299376	0.133333333333	0.133333333333
PF-4800567 hydrochloride	-0.5451660474886867	0.08252859454355078	0.999251559252	0.000748440748441	0.000748440748441	0.999376299376	0.133333333333	0.133333333333
GSK-J4	-0.5233438274174053	0.07823713893092844	0.999168399168	0.000831600831601	0.000831600831601	0.999376299376	0.133333333333	0.133333333333
ibrutinib	-0.4539207705971064	0.0522732657311828	0.998004158004	0.00199584199584	0.00199584199584	0.999376299376	0.164	0.164
tivantinib	-0.43076282639553587	0.04493294641623643	0.997297297297	0.0027027027027	0.0027027027027	0.999376299376	0.164	0.164
nutlin-3	-0.4305731740127924	0.029107789496109374	0.997297297297	0.0027027027027	0.0027027027027	0.999376299376	0.164	0.164
cediranib	-0.4294992142365584	0.04091717539431396	0.997214137214	0.00278586278586	0.00278586278586	0.999376299376	0.164	0.164
CIL55	-0.4207696417184213	0.05143602702904631	0.996881496881	0.0031185031185	0.0031185031185	0.999376299376	0.164	0.164
BRD-K24690302	-0.4191932389226813	0.025922728531827862	0.996798336798	0.00320166320166	0.00320166320166	0.999376299376	0.164	0.164
RITA	-0.41449472936279746	0.029108716968213846	0.99659043659	0.00340956340956	0.00340956340956	0.999376299376	0.164	0.164
BRD-K27224038	-0.3977574437385108	0.13997951239498907	0.995467775468	0.00453222453222	0.00453222453222	0.999376299376	0.184	0.184
fluorouracil	-0.3941614967977665	0.01932420529519423	0.995051975052	0.00494802494802	0.00494802494802	0.999376299376	0.184	0.184
16-beta-bromoandrosterone	-0.3915039851101116	0.02749181631765475	0.994677754678	0.00532224532225	0.00532224532225	0.999376299376	0.184	0.184
selumetinib	-0.38997963695485555	0.026791032297375103	0.99446985447	0.00553014553015	0.00553014553015	0.999376299376	0.184	0.184
CBB-1007	-0.3859983231352772	0.10541777277659593	0.994261954262	0.00573804573805	0.00573804573805	0.999376299376	0.184	0.184
SB-743921	-0.3771583913606695	0.02180112857632821	0.993347193347	0.00665280665281	0.00665280665281	0.999376299376	0.186060606061	0.186060606061
tipifarnib-P2	-0.3739367633359804	0.09283213928903639	0.992931392931	0.00706860706861	0.00706860706861	0.999376299376	0.186060606061	0.186060606061
BRD-A94377914	-0.373935311346851	0.03731360304855923	0.992931392931	0.00706860706861	0.00706860706861	0.999376299376	0.186060606061	0.186060606061
cimetidine	-0.3700273333645149	0.03934708880248506	0.992390852391	0.00760914760915	0.00760914760915	0.999376299376	0.186060606061	0.186060606061
