	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
large_intestine	0.5042909489161118	0.016483928009199376	0.00040816326530612246	1.0	0.00040816326530612246	0.006666666666666667	1.0	0.006666666666666667
large_intestine.carcinoma.adenocarcinoma	0.4065138268440142	0.0246634110303066	0.00040816326530612246	1.0	0.00040816326530612246	0.006666666666666667	1.0	0.006666666666666667
large_intestine.carcinoma.NS	0.26427653630625575	0.040568345691472184	0.00040816326530612246	1.0	0.00040816326530612246	0.006666666666666667	1.0	0.006666666666666667
endometrium.carcinoma.clear_cell_carcinoma	0.1326009091172732	0.03888899983985643	0.0804081632653	0.919591836735	0.0804081632653	0.985	0.979565217391	0.985
stomach.carcinoma.NS	0.11667663361801944	0.03583866852608384	0.160816326531	0.839183673469	0.160816326531	0.999591836735	0.913777777778	0.999591836735
stomach.carcinoma.adenocarcinoma	0.11667663361357623	0.03542041656787724	0.162857142857	0.837142857143	0.162857142857	0.999591836735	0.913777777778	0.999591836735
carcinoma	0.11637259989396867	0.009928906533630023	0.170204081633	0.829795918367	0.170204081633	0.999591836735	0.913777777778	0.999591836735
stomach	0.11247894878198773	0.03678884796687443	0.180816326531	0.819183673469	0.180816326531	0.999591836735	0.913777777778	0.999591836735
lung.carcinoma.small_cell_carcinoma	0.01698107499433233	0.03678965594166468	0.34612244898	0.65387755102	0.34612244898	0.999591836735	0.781463414634	0.999591836735
lung.carcinoma.adenocarcinoma	0.004333605778639849	0.028491631181593025	0.367346938776	0.632653061224	0.367346938776	0.999591836735	0.775	0.999591836735
endometrium	0.0029841900065522456	0.027166929247590774	0.381632653061	0.618367346939	0.381632653061	0.999591836735	0.775	0.999591836735
lung.carcinoma.squamous_cell_carcinoma	-0.011215691575364534	0.028366525368303534	0.408979591837	0.591020408163	0.591020408163	0.999591836735	0.762105263158	0.762105263158
endometrium.carcinoma.adenocarcinoma	-0.054809927979200174	0.0232355321402682	0.461632653061	0.538367346939	0.538367346939	0.999591836735	0.712972972973	0.712972972973
