	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
PTCHD3	-0.6461690550228795	0.05805373948916371	0.999987114157	1.28858431441e-05	1.28858431441e-05	0.999987114157	0.052	0.052
FBXL17	-0.6455632208608398	0.0392706860601211	0.999987114157	1.28858431441e-05	1.28858431441e-05	0.999987114157	0.052	0.052
CTNNAL1	-0.6435996917944398	0.029289774856098016	0.999987114157	1.28858431441e-05	1.28858431441e-05	0.999987114157	0.052	0.052
CFAP53	-0.6315173215825178	0.04027346469578704	0.999984771276	1.52287237158e-05	1.52287237158e-05	0.999987114157	0.052	0.052
ZNF778	-0.6309254908920506	0.03401669177928512	0.999984771276	1.52287237158e-05	1.52287237158e-05	0.999987114157	0.052	0.052
C12orf60	-0.6270648014572788	0.032232751679782116	0.999981256955	1.87430445733e-05	1.87430445733e-05	0.999987114157	0.0533333333333	0.0533333333333
TMEM185A	-0.6050288168018939	0.04211152071194366	0.99996017103	3.98289697183e-05	3.98289697183e-05	0.999987114157	0.0971428571429	0.0971428571429
APOF	-0.5812105022503251	0.04385442893711418	0.999926199262	7.38007380074e-05	7.38007380074e-05	0.999987114157	0.1575	0.1575
TNRC6A	-0.5614766693215903	0.03711608222144889	0.99987699877	0.000123001230012	0.000123001230012	0.999987114157	0.210909090909	0.210909090909
LINC00472	-0.5600106619790932	0.06404234492775453	0.999867627248	0.000132372752299	0.000132372752299	0.999987114157	0.210909090909	0.210909090909
TSPAN8	-0.5592144341144653	0.048551657641837755	0.999864112927	0.000135887073156	0.000135887073156	0.999987114157	0.210909090909	0.210909090909
KLB	-0.552703587823438	0.04647311870055462	0.999817255315	0.00018274468459	0.00018274468459	0.999987114157	0.245714285714	0.245714285714
IFT80	-0.5504643034821834	0.03774221625828304	0.999806712353	0.000193287647162	0.000193287647162	0.999987114157	0.245714285714	0.245714285714
TTC39B	-0.5496901658448746	0.040195420786813534	0.999798512271	0.000201487729163	0.000201487729163	0.999987114157	0.245714285714	0.245714285714
CHIAP2	-0.5484252032868216	0.03809327674267359	0.999783283547	0.000216716452879	0.000216716452879	0.999987114157	0.246666666667	0.246666666667
RTKN2	-0.5448329053945281	0.044379160374466604	0.999759854741	0.000240145258595	0.000240145258595	0.999987114157	0.25625	0.25625
