	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
ovary.carcinoma.NS	0.1820074804855053	0.030333492528746158	0.0138775510204	0.98612244898	0.0138775510204	0.34	0.98612244898	0.34
autonomic_ganglia	0.1411692020087003	0.03845538110485251	0.0367346938776	0.963265306122	0.0367346938776	0.34	0.983333333333	0.34
autonomic_ganglia.neuroblastoma.NS	0.1411692020087003	0.03845538110485251	0.0367346938776	0.963265306122	0.0367346938776	0.34	0.983333333333	0.34
neuroblastoma	0.1411692020087003	0.03845538110485251	0.0367346938776	0.963265306122	0.0367346938776	0.34	0.983333333333	0.34
lung.carcinoma.mixed_adenosquamous_carcinoma	0.14116920200532762	0.03496826589838122	0.0444897959184	0.955510204082	0.0444897959184	0.34	0.983333333333	0.34
upper_aerodigestive_tract.carcinoma.squamous_cell_carcinoma	0.14116920200301272	0.02793524062247669	0.0522448979592	0.947755102041	0.0522448979592	0.34	0.983333333333	0.34
upper_aerodigestive_tract	0.14116920200301272	0.02793524062247669	0.0522448979592	0.947755102041	0.0522448979592	0.34	0.983333333333	0.34
thyroid	0.1411692019978894	0.04286688460821651	0.0624489795918	0.937551020408	0.0624489795918	0.34	0.983333333333	0.34
thyroid.carcinoma.anaplastic_carcinoma	0.1411692019978894	0.04286688460821651	0.0624489795918	0.937551020408	0.0624489795918	0.34	0.983333333333	0.34
lung.carcinoma.undifferentiated_carcinoma	0.14116920198618507	0.04226335111696823	0.0995918367347	0.900408163265	0.0995918367347	0.402666666667	0.983333333333	0.402666666667
urinary_tract	0.14116920198435423	0.04076045748830989	0.106530612245	0.893469387755	0.106530612245	0.402666666667	0.983333333333	0.402666666667
urinary_tract.carcinoma.transitional_cell_carcinoma	0.14116920198435423	0.04076045748830989	0.106530612245	0.893469387755	0.106530612245	0.402666666667	0.983333333333	0.402666666667
soft_tissue.leiomyosarcoma.NS	0.14116920197773272	0.034990991733241605	0.123265306122	0.876734693878	0.123265306122	0.402666666667	0.983333333333	0.402666666667
leiomyosarcoma	0.14116920197773272	0.034990991733241605	0.123265306122	0.876734693878	0.123265306122	0.402666666667	0.983333333333	0.402666666667
soft_tissue	0.14116920197773272	0.034990991733241605	0.123265306122	0.876734693878	0.123265306122	0.402666666667	0.983333333333	0.402666666667
lung.carcinoma.small_cell_carcinoma	0.1322215005804263	0.03393591872123997	0.137142857143	0.862857142857	0.137142857143	0.42	0.983333333333	0.42
lung	0.09755375150986693	0.03227883334776849	0.163673469388	0.836326530612	0.163673469388	0.452222222222	0.983333333333	0.452222222222
lung.carcinoma.squamous_cell_carcinoma	0.09586514320332085	0.037089041137583934	0.16612244898	0.83387755102	0.16612244898	0.452222222222	0.983333333333	0.452222222222
pancreas.carcinoma.ductal_carcinoma	0.07781680053088576	0.03675186914112419	0.191428571429	0.808571428571	0.191428571429	0.459090909091	0.983333333333	0.459090909091
ovary	0.07425218986592223	0.040791390423105894	0.197142857143	0.802857142857	0.197142857143	0.459090909091	0.983333333333	0.459090909091
breast.carcinoma.NS	0.06721989620972035		0.20612244898	0.79387755102	0.20612244898	0.459090909091	0.983333333333	0.459090909091
breast	0.06721989620972035		0.20612244898	0.79387755102	0.20612244898	0.459090909091	0.983333333333	0.459090909091
lung.carcinoma.bronchioloalveolar_adenocarcinoma	0.06721989617076421		0.215510204082	0.784489795918	0.215510204082	0.459130434783	0.983333333333	0.459130434783
lung.carcinoma.large_cell_carcinoma	0.04495851275358475		0.268979591837	0.731020408163	0.268979591837	0.549166666667	0.983333333333	0.549166666667
stomach.carcinoma.NS	0.03140663522449083		0.298367346939	0.701632653061	0.298367346939	0.5848	0.983333333333	0.5848
pancreas	0.026196455184885746		0.316734693878	0.683265306122	0.316734693878	0.596923076923	0.983333333333	0.596923076923
endometrium.carcinoma.adenocarcinoma	-0.03602781560161726		0.415510204082	0.584489795918	0.584489795918	0.727333333333	0.983333333333	0.983333333333
lung.carcinoma.non_small_cell_carcinoma	-0.05296208719232014		0.434693877551	0.565306122449	0.565306122449	0.727333333333	0.983333333333	0.983333333333
endometrium	-0.05296208720214741		0.436326530612	0.563673469388	0.563673469388	0.727333333333	0.983333333333	0.983333333333
pancreas.carcinoma.NS	-0.05404543383959004	0.03210880031058595	0.445306122449	0.554693877551	0.554693877551	0.727333333333	0.983333333333	0.983333333333
ovary.carcinoma.clear_cell_carcinoma	-0.06106422963297097	0.031252812924562716	0.570204081633	0.429795918367	0.429795918367	0.901290322581	0.983333333333	0.983333333333
stomach.carcinoma.signet_ring_adenocarcinoma	-0.06106422963453365	0.035716727240535553	0.601224489796	0.398775510204	0.398775510204	0.920625	0.983333333333	0.983333333333
oesophagus	-0.06106422963904805	0.028418066339088992	0.717551020408	0.282448979592	0.282448979592	0.993636363636	0.814117647059	0.814117647059
oesophagus.carcinoma.squamous_cell_carcinoma	-0.06106422963904805	0.028418066339088992	0.717551020408	0.282448979592	0.282448979592	0.993636363636	0.814117647059	0.814117647059
endometrium.carcinoma.clear_cell_carcinoma	-0.06106422963919623	0.023666376779712988	0.721224489796	0.278775510204	0.278775510204	0.993636363636	0.814117647059	0.814117647059
carcinoid-endocrine_tumour	-0.06106422964055982	0.029612795504472333	0.761224489796	0.238775510204	0.238775510204	0.993636363636	0.814117647059	0.814117647059
lung.carcinoid-endocrine_tumour.NS	-0.06106422964055982	0.029612795504472333	0.761224489796	0.238775510204	0.238775510204	0.993636363636	0.814117647059	0.814117647059
ovary.carcinoma.endometrioid_carcinoma	-0.061064229641143435	0.033966869288510955	0.777142857143	0.222857142857	0.222857142857	0.993636363636	0.814117647059	0.814117647059
stomach.carcinoma.undifferentiated_adenocarcinoma	-0.061064229642292495	0.031912828605007486	0.8	0.2	0.2	0.993636363636	0.814117647059	0.814117647059
stomach	-0.06838634855510572	0.03199719744633827	0.830204081633	0.169795918367	0.169795918367	0.993636363636	0.814117647059	0.814117647059
lung.carcinoma.adenocarcinoma	-0.07669586833659159	0.03078702698530742	0.836326530612	0.163673469388	0.163673469388	0.993636363636	0.814117647059	0.814117647059
ovary.carcinoma.adenocarcinoma	-0.08656826840877244	0.028571648145702264	0.858367346939	0.141632653061	0.141632653061	0.993636363636	0.814117647059	0.814117647059
biliary_tract	-0.0865682684180576	0.027985993371315743	0.892244897959	0.107755102041	0.107755102041	0.993636363636	0.754285714286	0.754285714286
biliary_tract.carcinoma.NS	-0.0865682684180576	0.027985993371315743	0.892244897959	0.107755102041	0.107755102041	0.993636363636	0.754285714286	0.754285714286
stomach.carcinoma.adenocarcinoma	-0.10624124898144459	0.021460744058520536	0.94	0.06	0.06	1.0	0.588	0.588
carcinoma	-0.13222150057548737	0.03597440399397304	0.972653061224	0.0273469387755	0.0273469387755	1.0	0.335	0.335
large_intestine.carcinoma.NS	-0.18583533938548227	0.014034202816851336	0.997142857143	0.00285714285714	0.00285714285714	1.0	0.0466666666667	0.0466666666667
large_intestine.carcinoma.adenocarcinoma	-0.22521850367377574	0.01962505274084484	0.998775510204	0.00122448979592	0.00122448979592	1.0	0.03	0.03
large_intestine	-0.29281250527219643	0.01999489673529828	1.0	0.00040816326530612246	0.00040816326530612246	1.0	0.020000000000000004	0.020000000000000004
