Name	Score	0.95 CI	p-value	FDR
ibrutinib	-0.638845665147431	0.030356251817310904	4.158004158004158e-05	0.01
PD 153035	-0.6367724275080039	0.0234228491207495	4.158004158004158e-05	0.01
afatinib	-0.530974696342162	0.01803835858192665	0.0002494802494802495	0.04
austocystin D	-0.4900829374773832	0.012186539957760766	0.00079002079002079	0.09499999999999999
lapatinib	-0.47375527758999236	0.01737519623934383	0.0012474012474012475	0.1057142857142857
BYL-719	-0.46148725287405107	0.025095462833182838	0.001372141372141372	0.1057142857142857
erlotinib	-0.457905964472838	0.01895619904100491	0.0015384615384615385	0.1057142857142857
pitstop2	-0.4449479049271363	0.11753022458398624	0.002162162162162162	0.11555555555555555
canertinib	-0.4437277023670962	0.01748841513857066	0.002162162162162162	0.11555555555555555
JW-74	-0.4278989787841519	0.11324846066394882	0.002869022869022869	0.1290909090909091
neratinib	-0.4253839249874973	0.017046894591626564	0.002952182952182952	0.1290909090909091
WZ4002	-0.4203372950304425	0.02353983387203166	0.003451143451143451	0.1383333333333333
tacedinaline	-0.4026028756779566	0.04977366184343755	0.005571725571725572	0.20615384615384616
A-804598	-0.3932145496428811	0.10556193215874567	0.007193347193347193	0.24714285714285714
gefitinib	-0.38627162377600954	0.01677615178245705	0.00869022869022869	0.2786666666666666
O-6-benzylguanine	-0.3824908478919099	0.1239164227464141	0.009563409563409564	0.2875
NSC19630	-0.3782826931844535	0.08707399398706181	0.010228690228690229	0.2894117647058823
HBX-41108	-0.37193944547325813	0.06231683787774523	0.011808731808731808	0.31555555555555553
BRD-K19103580	-0.35757972605489785	0.04922450260218727	0.016548856548856548	0.3914285714285714
BRD-K33514849	-0.3569223531357796	0.11007201603379112	0.016881496881496882	0.3914285714285714
skepinone-L	-0.35620950585677347		0.01708939708939709	0.3914285714285714
16-beta-bromoandrosterone	-0.351164139048022		0.019334719334719336	0.39166666666666666
BCL-LZH-4	-0.3510077422762781		0.019417879417879418	0.39166666666666666
necrostatin-7	-0.35049495006237485		0.019542619542619544	0.39166666666666666
ML050	-0.34390789264650345		0.0232016632016632	0.4342857142857143
BRD-K02251932	-0.34254174296930345		0.02399168399168399	0.4342857142857143
BRD-K52037352	-0.3399976847753616		0.02503118503118503	0.4342857142857143
Repligen 136	-0.33975466626266726		0.02528066528066528	0.4342857142857143
istradefylline	-0.3382148783675581		0.026237006237006238	0.43517241379310345
PD318088	-0.3361954651896007		0.027525987525987526	0.4413333333333333
bafilomycin A1	-0.33427874329024626		0.02918918918918919	0.45125
sotrastaurin	-0.3332584528560405		0.03002079002079002	0.45125
MI-2	-0.329606582756224		0.0325987525987526	0.4751515151515151
vandetanib	-0.3269409273717919		0.03509355509355509	0.4755555555555555
L-685458	-0.3265109843939631		0.03559251559251559	0.4755555555555555
tamoxifen	-0.32645830467103754		0.03559251559251559	0.4755555555555555
SB-431542	-0.32530471151901397		0.03671517671517672	0.4772972972972973
WZ8040	-0.32355068461908326		0.038004158004158003	0.48105263157894734
birinapant	-0.32185031707917067		0.03970893970893971	0.4897435897435897
RO4929097	-0.31901003185779986		0.042037422037422036	0.4966666666666666
Compound 23 citrate	-0.3181196174688041		0.04286902286902287	0.4966666666666666
saracatinib	-0.31750350212545747		0.043367983367983365	0.4966666666666666
BRD-K90370028	-0.31449880822159637		0.0469022869022869	0.5246511627906976
ML029	-0.3118887278929223		0.04981288981288981	0.5445454545454544
MK-2206	-0.30897686187305984		0.053347193347193345	0.5548936170212766
RITA	-0.3084388138478735		0.05401247401247401	0.5548936170212766
selumetinib	-0.30817362469208065		0.05422037422037422	0.5548936170212766
ML203	-0.30475910178971427		0.05883575883575884	0.5743999999999999
elocalcitol	-0.30459820245061997		0.05904365904365905	0.5743999999999999
HC-067047	-0.3040179518300303		0.05970893970893971	0.5743999999999999
bosutinib	-0.30174512619918825		0.06249480249480249	0.5894117647058823
BRD-A71883111	-0.2991425547682091		0.0656964656964657	0.5915151515151514
TG-100-115	-0.29863587713757883		0.06636174636174637	0.5915151515151514
thalidomide	-0.29793501271387424		0.06698544698544699	0.5915151515151514
azacitidine	-0.29551467105524404		0.07101871101871102	0.5915151515151514
BRD6340	-0.2947075899627935		0.07280665280665281	0.5915151515151514
procarbazine	-0.29434049341611707		0.07343035343035344	0.5915151515151514
fluorouracil	-0.293607862223634		0.0743035343035343	0.5915151515151514
necrosulfonamide	-0.29357935308058125		0.07434511434511434	0.5915151515151514
avrainvillamide	-0.29184769101017216		0.07683991683991684	0.5915151515151514
BRD-K09587429	-0.29083096574101225		0.0787941787941788	0.5915151515151514
tretinoin	-0.2905581137432426		0.07941787941787942	0.5915151515151514
PDMP	-0.2904533974143919		0.07945945945945945	0.5915151515151514
BRD-K48477130	-0.29012573491217303		0.08029106029106028	0.5915151515151514
sitagliptin	-0.28988613292026216		0.08054054054054054	0.5915151515151514
KPT185	-0.28957940781010294		0.08116424116424116	0.5915151515151514
BRD-K33199242	-0.28829218347927227		0.08295218295218296	0.5955223880597015
linifanib	-0.28673938624968714		0.08569646569646569	0.6047887323943661
BRD-A86708339	-0.28590139072061116		0.08706860706860707	0.6047887323943661
