Name	C0	C1	C2	C3	C4
SNUPN	0.7649767121026246	0.7524181672340695	0.6591181625516209	0.5153329125507908	0.6758342411410336
CRYL1	0.7592271934217144	0.6005856169777838	0.9054692921258592	0.48983804378626283	0.5822000442915344
TPK1	0.3767582613126276	0.5754522818267807	0.42204323156108986	0.06393588178600654	0.33719656228311873
GEM	0.9869931571371251	0.4843633909522014	0.6376713606260201	0.10206407987132525	0.36874053710836874
AP000318.2	0.8108638390761487	0.8168762894566929	0.673349605695087	0.485073825701568	0.7388927311128719
ERCC1	1.0263657197355445	0.9384045754503929	0.78844981198086	0.7512014706353017	0.8658007441254403
RSAD1	0.8448636606094604	0.7770860834972385	0.8294607923512574	0.5115605025551558	0.9153104667710591
AEBP1	0.8792663614722667	0.013327699552841143	0.14049738122425884	0.1675601543967491	0.6848192939078949
LEPRE1	1.0618553009013776	1.0623724921570576	0.4720891640947798	0.4710062440031783	0.8210270033908932
RP11-127L20.6	0.3098637516691604	0.1540195269313228	0.11558769178503811	0.1456381670070871	0.3474173491334734
NAGS	0.4900227027119683	0.41708196921030066	0.4581081704491643	0.2668813156261928	0.33252633204880544
AGPAT5	0.8039672702923685	0.7975772989564776	0.790306830778989	0.5727295881973093	0.9381334418073873
CNRIP1	1.085753163354643	0.0655356803924311	0.028826333871485414	2.864108211885128e-21	0.568216999606703
LEPREL2	1.0860924622444625	0.4129607227358566	0.2605540917096394	0.19266353306033826	0.8337517862782117
AC046143.3	0.6164224010569017	0.3905165212918719	0.41931993289556113	0.3122139205634706	0.46021889873806304
TM4SF19	0.42655720446567025	0.7598762448617117	0.2715377685831082	0.35393303642819507	0.17398653993636773
RP1-12G14.7	0.521474312818919	0.33894895675461584	0.3334680602990578	0.2533799410579633	0.4309450194093801
NOB1	0.9813261500325879	1.012002804616424	0.9349832899496514	0.8394053479409891	0.8567497541453707
ENG	1.2547307916665658	0.41431326642511346	0.4039370715590585	0.44278430935806007	0.2865031310818234
PCOLCE	1.0915543418674263	0.29684816855474244	0.40014141505265954	0.2759697931475586	0.6309672922087982
AC005035.1	0.9587068611542187	0.9079923478738524	0.6050107722193734	0.5041490345481632	0.8131769112063355
STEAP2	0.48206706770134233	0.47015107500774916	0.6421075573517266	0.26849261213755177	0.17556789328160893
DHH	0.17997282908509057	0.08554988212767714	0.08499769723017439	0.00019122884345743364	0.2818687362131064
MTAP	0.6098831891266964	0.5988779304212244	0.7193299913434034	0.49232686427264627	0.7344441071223813
TWIST2	0.761895438051828	0.3144685860962168	1.0964571469728505e-21	0.22104923138375193	0.046926934374370156
TNFRSF19	0.7967056502565093	0.2972482781414989	0.48876715481118826	0.11264527725924414	0.6449015717772648
ZNF589	0.5505514282426748	0.4438255680710411	0.5833392211894669	0.3115472804153839	0.7398180637378312
RAB31	1.0370234248226282	1.1174473200371438	0.08665941228989672	0.7447778868716679	0.3867163520859867
DUSP6	0.9511226081681903	0.6718245588872066	1.0522699412223977	0.5960022479248932	0.5012951069858974
SLC2A3	1.0407930146754907	0.7452699918425023	0.36873897604204325	0.27769660155649456	0.3641666233168365
TMEM145	0.2849553713091461	0.15781731534857346	0.30376106371669753	0.041450270933264186	0.9748715607368945
EML3	0.8915740315866859	0.8056836186925711	0.7574572221524039	0.7039110844055363	0.7456450826563377
ADAMTSL1	0.7755503384618356	0.001044263907002315	0.06956890258263104	0.0003196308167379714	0.2860835447613413
SLC20A1	1.0676440719430131	0.9314843880139531	0.889238874421387	0.7477670678217596	0.8766047249928042
STX1A	0.8088694528391164	0.5790245835126735	0.7182810132847189	0.4372262031217032	0.7922272383655489
ISG20	0.4768505885616536	0.5446056655555648	0.6967450293220744	0.39089647338835093	0.3536027117268334
CTSL1	1.0998264061684941	1.268917726877199	0.5294598801948737	0.8035629949709441	0.5510465810223948
STARD8	0.5815062584839108	0.5398445237936346	0.22839037276750082	1.6803017345373615e-21	0.21252200579217875
TRAP1	0.8840848711861461	0.9697670771325037	0.9286158222246538	0.7915304836412806	0.9409314152014211
FAM216A	0.8127167511416152	0.8380548044970995	0.568292325900549	0.310427856124031	0.8439888409838514
SLC35E4	0.8151055108232866	0.4529374982226132	0.5625634340212383	0.3047371318126279	0.4391693578164817
EXOSC2	0.8265006645841558	0.8569106371667485	0.7784799933331699	0.7051697908761361	0.9189784884560993
RPLP0P2	0.4398512369738766	4.355960930912757e-17	0.3200334875002852	0.22453771144545134	0.17941868693545995
YBX1	1.089426599407221	1.022693622674717	0.9591816668303624	0.9212730334291416	0.969627378785238
HRH1	0.760240290256549	0.6178049145275099	0.5247455605884341	0.3871276959739102	2.8156495788941234e-21
TSPAN5	1.039586156353841	0.34313772752440425	0.5898212684822867	0.5753175408039493	0.5008787834809192
CTD-2033A16.3	0.9356249774958976	0.9980655191882628	0.908210919563344	0.8007528084772273	0.807925025264098
DPYSL3	1.1299424857230538	0.5819955610678964	0.37006019389659706	0.27164872267442847	0.8230813912812683
PIP4K2A	0.8748842629898805	0.8792162767470899	0.6898190527257653	0.35793052826806393	0.6520136721624399
AC006111.1	0.6242602010792183	0.7249164988085082	0.748556789330106	0.5070573456866552	0.7885113115442235
RP11-497D6.4	0.40363375520408207	9.363273111757466e-12	0.24018589093827758	0.08794575115694507	0.14590629440343428
WDR54	0.8942192377037057	1.0103198633044705	0.5729661372116843	0.6770744758044427	0.9158962977296237
FUT8	0.8274622954100191	0.7397198556103701	0.674811282226654	0.5918743273298611	0.563177614895189
GPR3	0.6560829792038291	0.420382724813475	0.45840531891416175	0.14664600555134585	0.5803789031111852
IL1RL1	0.2288647965078246	0.13810947849011018	0.15137735471129715	0.24375454389881115	7.150418495839352e-22
C2orf89	0.5703280625116406	0.31954938138794337	0.6135589179528157	0.10529712294116982	8.399578729032917e-05
TOMM34	1.0089011500818803	0.9660445895842776	0.8987103527255613	0.8422969651101039	0.8877190444728322
IFFO1	1.0146990926699992	0.2457460709668741	0.2646590620872631	0.00024364196710369412	0.2867359741344028
HMGA1	1.0542636247997543	0.9880748598256653	0.9732330946782505	0.911978675598185	0.9360715356846642
KDSR	0.8976664711638065	0.7295963716729086	0.6797279952229037	0.5890886365939368	0.7246138523761737
BMP6	0.36254934975419695	0.45060451009850067	0.1670860616082397	0.1394166289820506	0.41363240201034124
ETV4	0.7606786192440163	0.7904655393179849	1.051954732173106	0.5129756704403768	0.527067136466369
PRDM8	0.734732450807313	0.2085478855670343	0.37255650879344865	0.15910729879061253	0.30896250515260837
TMEM55A	0.9043600200799148	0.5937784879862094	0.45097707923775604	0.2762549674696601	0.6087594086241205
TM4SF19-AS1	0.38390629583873676	0.60914669439982	0.2996062411353832	0.28138004099434716	0.2982822902445515
CACYBP	0.9943564570825917	0.9868188240581734	0.9081453150346231	0.8216356726148786	0.9693879946257151
B4GALT6	0.6090560613288281	0.5979502987170351	0.5088064631455951	0.15747008934911985	0.6854296647670226
RP5-1160K1.6	0.8652793198575813	0.798914087601368	0.6218288540293528	0.39564457163740196	0.7597994448135119
TPBG	0.8200176185339579	0.7449290789980512	0.3604302232208676	0.8967728358998206	0.3381742749685101
LIX1L	1.005970660944405	0.976959756037968	0.2898690737657287	1.4655796285322742e-20	0.7828330543999018
DOCK10	0.9738454126573856	0.3149421611632819	0.10977673138255198	0.06124002436402321	0.4054749981515638
FKBP10	1.1716958319970496	0.95388920041568	0.6937169787665454	0.5148033274561963	0.7569367059405129
NCBP2-AS1	0.8635532944210935	0.8094064521607355	0.7335090600525566	0.6837603496027945	0.8641456859525343
STC1	0.8524302108320899	0.6502459763269325	0.12194155657192969	0.2889693428705329	0.5497294178691967
ANPEP	0.9696982963974865	0.43196084223813264	0.43945082902231547	0.16450550186765156	0.05010185783365928
ARHGAP4	0.29365835371308086	0.39231942231420064	0.6576644781331193	0.15513766339666646	0.8678114965955077
RP11-82L18.2	0.5208608934813875	0.27564270933900126	0.4224261031706344	0.23641990986565023	0.27804032847697335
PLOD1	1.082401420153844	1.0515339905875871	0.7644460915067929	0.7825985730021249	0.7322467642135667
MMP16	0.7747481380922041	0.10366031458130533	0.01685509560202358	0.05463401467962728	0.6079366250646256
NES	0.9391918820070912	0.32351282736304715	0.6589951754871647	0.12373118016422091	0.681852999616433
RASA3	1.1416175043398529	0.6447492589305936	0.6344052468019022	0.3023326398953006	0.47309322506703927
DYRK2	0.6931383213705542	0.611880646192764	0.6987494280054023	0.5490023739534202	0.8082789494542885
U47924.11	0.7387666088925281	0.28255758884603704	0.13855721858190884	0.0005614684925947221	0.8779617083461467
CMTM3	0.9398789691809011	1.1188043199012874	0.1982902140608012	0.3248815323524966	0.6090503899603686
IFT57	0.8532927335196406	0.821318249611856	0.6303013420623456	0.6618713731286934	0.7181461689678218
GNG11	1.1596636610142093	1.2395702411533023	0.21770923820182836	0.17685888740427583	0.2757436125346472
DOCK4	0.6288605636990342	0.48991168928776313	0.4326519058440486	5.5486793562446284e-08	0.6120007668657508
RPIA	0.8304318206252728	0.893422883206091	0.9082167960794169	0.6663054233566258	0.9052072396818199
SRPX	1.3038614123010979	0.49446024328686783	0.2738308061818647	0.24501088407342686	0.24616619668543507
