Name	C0	C1	C2	C3	C4
SNUPN	0.7649767121026236	0.7524181672340726	0.6591181625516158	0.5153329125507884	0.6758342411410315
CRYL1	0.7592271934217134	0.6005856169777862	0.9054692921258534	0.4898380437862596	0.582200044291532
TPK1	0.37675826131262696	0.5754522818267834	0.4220432315610867	0.06393588178600657	0.3371965622831175
GEM	0.9869931571371245	0.48436339095220343	0.6376713606260153	0.10206407987132493	0.36874053710836713
AP000318.2	0.8108638390761477	0.8168762894566958	0.673349605695082	0.4850738257015659	0.7388927311128697
ERCC1	1.0263657197355434	0.9384045754503965	0.7884498119808545	0.7512014706352983	0.8658007441254382
RSAD1	0.8448636606094597	0.7770860834972407	0.8294607923512517	0.5115605025551532	0.9153104667710567
AEBP1	0.8792663614722656	0.013327699552841382	0.14049738122425826	0.167560154396748	0.6848192939078934
LEPRE1	1.0618553009013763	1.0623724921570605	0.4720891640947769	0.4710062440031771	0.8210270033908902
RP11-127L20.6	0.30986375166915986	0.15401952693132367	0.11558769178503758	0.1456381670070863	0.34741734913347255
NAGS	0.4900227027119678	0.4170819692103023	0.458108170449161	0.2668813156261915	0.33252633204880433
AGPAT5	0.8039672702923673	0.797577298956481	0.7903068307789834	0.5727295881973068	0.9381334418073846
CNRIP1	1.0857531633546424	0.065535680392432	0.02882633387148547	2.864108211885134e-21	0.5682169996067022
LEPREL2	1.0860924622444614	0.41296072273585815	0.26055409170963806	0.19266353306033782	0.8337517862782103
AC046143.3	0.6164224010569009	0.39051652129187364	0.41931993289555847	0.31221392056346875	0.46021889873806177
TM4SF19	0.42655720446566875	0.7598762448617151	0.2715377685831063	0.3539330364281937	0.17398653993636698
RP1-12G14.7	0.5214743128189183	0.3389489567546174	0.33346806029905557	0.25337994105796197	0.4309450194093787
NOB1	0.9813261500325865	1.0120028046164282	0.9349832899496456	0.8394053479409848	0.8567497541453678
ENG	1.2547307916665649	0.4143132664251153	0.4039370715590563	0.44278430935805746	0.28650313108182235
PCOLCE	1.0915543418674252	0.2968481685547442	0.4001414150526576	0.27596979314755704	0.6309672922087962
AC005035.1	0.9587068611542173	0.9079923478738562	0.6050107722193697	0.5041490345481605	0.8131769112063328
STEAP2	0.4820670677013419	0.470151075007751	0.6421075573517211	0.2684926121375503	0.17556789328160816
DHH	0.17997282908509035	0.08554988212767763	0.0849976972301739	0.00019122884345743564	0.28186873621310554
MTAP	0.6098831891266957	0.5988779304212262	0.7193299913433981	0.4923268642726437	0.7344441071223797
TWIST2	0.7618954380518272	0.3144685860962181	1.096457146972844e-21	0.22104923138375135	0.046926934374369914
TNFRSF19	0.7967056502565083	0.29724827814150057	0.488767154811185	0.1126452772592437	0.6449015717772629
ZNF589	0.5505514282426737	0.44382556807104306	0.5833392211894629	0.31154728041538227	0.7398180637378298
RAB31	1.037023424822627	1.117447320037147	0.08665941228989703	0.7447778868716645	0.38671635208598587
DUSP6	0.9511226081681892	0.6718245588872092	1.0522699412223901	0.5960022479248899	0.5012951069858952
SLC2A3	1.0407930146754893	0.7452699918425056	0.36873897604204087	0.27769660155649384	0.36416662331683525
TMEM145	0.28495537130914533	0.1578173153485747	0.3037610637166954	0.041450270933263894	0.9748715607368926
EML3	0.8915740315866851	0.8056836186925741	0.7574572221523992	0.7039110844055321	0.7456450826563348
ADAMTSL1	0.7755503384618352	0.001044263907002444	0.0695689025826308	0.00031963081673795	0.2860835447613408
SLC20A1	1.0676440719430118	0.9314843880139563	0.8892388744213808	0.7477670678217552	0.8766047249928016
STX1A	0.8088694528391152	0.5790245835126753	0.7182810132847142	0.43722620312170046	0.7922272383655468
ISG20	0.47685058856165286	0.5446056655555673	0.6967450293220694	0.39089647338834843	0.3536027117268319
CTSL1	1.0998264061684921	1.2689177268772032	0.5294598801948707	0.8035629949709403	0.551046581022393
STARD8	0.5815062584839098	0.5398445237936375	0.2283903727674992	1.6803017345373572e-21	0.21252200579217792
TRAP1	0.8840848711861449	0.9697670771325075	0.928615822224648	0.7915304836412761	0.9409314152014178
FAM216A	0.812716751141614	0.8380548044971027	0.568292325900545	0.31042785612403045	0.8439888409838494
SLC35E4	0.815105510823286	0.4529374982226152	0.562563434021234	0.30473713181262635	0.4391693578164803
EXOSC2	0.8265006645841548	0.856910637166751	0.7784799933331643	0.7051697908761324	0.9189784884560969
RPLP0P2	0.4398512369738765	4.35596093091306e-17	0.32003348750028326	0.22453771144544982	0.17941868693545912
YBX1	1.0894265994072192	1.0226936226747212	0.9591816668303564	0.9212730334291359	0.9696273787852349
HRH1	0.7602402902565477	0.6178049145275119	0.5247455605884299	0.38712769597390834	2.8156495788940775e-21
TSPAN5	1.0395861563538404	0.3431377275244056	0.589821268482283	0.5753175408039457	0.500878783480918
CTD-2033A16.3	0.9356249774958968	0.9980655191882662	0.9082109195633373	0.8007528084772233	0.8079250252640953
DPYSL3	1.1299424857230524	0.5819955610678993	0.3700601938965949	0.27164872267442736	0.8230813912812663
PIP4K2A	0.8748842629898794	0.8792162767470927	0.6898190527257609	0.35793052826806293	0.6520136721624378
AC006111.1	0.6242602010792171	0.7249164988085108	0.7485567893301005	0.5070573456866528	0.7885113115442212
RP11-497D6.4	0.40363375520408185	9.363273111758522e-12	0.24018589093827614	0.08794575115694446	0.14590629440343367
WDR54	0.8942192377037047	1.010319863304474	0.5729661372116807	0.67707447580444	0.9158962977296216
FUT8	0.8274622954100179	0.7397198556103723	0.6748112822266495	0.591874327329858	0.5631776148951875
GPR3	0.6560829792038276	0.42038272481347716	0.4584053189141586	0.14664600555134522	0.5803789031111833
IL1RL1	0.22886479650782432	0.13810947849011035	0.15137735471129604	0.2437545438988099	7.150418495839332e-22
C2orf89	0.5703280625116401	0.3195493813879444	0.6135589179528101	0.10529712294116945	8.399578729032875e-05
TOMM34	1.0089011500818792	0.9660445895842816	0.8987103527255549	0.8422969651100993	0.8877190444728285
IFFO1	1.0146990926699986	0.24574607096687545	0.2646590620872609	0.00024364196710371266	0.2867359741344021
HMGA1	1.054263624799753	0.9880748598256693	0.9732330946782439	0.91197867559818	0.9360715356846611
KDSR	0.897666471163805	0.7295963716729118	0.6797279952228994	0.5890886365939335	0.7246138523761712
BMP6	0.36254934975419645	0.45060451009850266	0.16708606160823866	0.13941662898205018	0.41363240201033996
ETV4	0.7606786192440157	0.7904655393179881	1.0519547321730989	0.5129756704403738	0.5270671364663666
PRDM8	0.7347324508073122	0.20854788556703494	0.3725565087934458	0.15910729879061183	0.30896250515260776
TMEM55A	0.9043600200799128	0.5937784879862122	0.4509770792377531	0.27625496746965894	0.6087594086241187
TM4SF19-AS1	0.38390629583873603	0.6091466943998226	0.29960624113538104	0.2813800409943459	0.2982822902445505
CACYBP	0.9943564570825907	0.9868188240581782	0.9081453150346167	0.8216356726148736	0.9693879946257117
B4GALT6	0.6090560613288273	0.5979502987170378	0.5088064631455915	0.15747008934911932	0.6854296647670209
RP5-1160K1.6	0.8652793198575806	0.798914087601371	0.6218288540293485	0.3956445716374003	0.7597994448135098
TPBG	0.8200176185339567	0.7449290789980537	0.36043022322086604	0.896772835899815	0.3381742749685089
LIX1L	1.005970660944404	0.9769597560379729	0.28986907376572696	1.4655796285323362e-20	0.7828330543999001
DOCK10	0.9738454126573839	0.3149421611632836	0.10977673138255156	0.06124002436402319	0.40547499815156274
FKBP10	1.1716958319970485	0.9538892004156828	0.6937169787665413	0.5148033274561942	0.7569367059405104
NCBP2-AS1	0.863553294421092	0.8094064521607383	0.7335090600525517	0.6837603496027911	0.8641456859525315
STC1	0.852430210832089	0.6502459763269353	0.12194155657192957	0.2889693428705319	0.5497294178691949
