Name	Score	0.95 MoE	p-value	FDR
BRAF	0.7461756805365284	0.010929534539970049	4.368147468658542e-05	0.0001892863903085368
TAUBE_EMT	0.706467490142558	0.01219935243648868	4.368147468658542e-05	0.0001892863903085368
GROGER_EMT	0.7023281927315235	0.009465388579068474	4.368147468658542e-05	0.0001892863903085368
GU_PDEF_TARGETS	0.7018421109791592	0.00729256883177864	4.368147468658542e-05	0.0001892863903085368
P53_DN.V1_DN	0.7003828532437958	0.010360071173277582	4.368147468658542e-05	0.0001892863903085368
ROY_WOUND_BLOOD_VESSEL	0.6923974037380596	0.020992789571656904	4.368147468658542e-05	0.0001892863903085368
ETV1_UP	0.6921090074461634	0.017322984811060326	4.368147468658542e-05	0.0001892863903085368
JAEGER_METASTASIS	0.6870366626464023	0.0203196783710925	4.368147468658542e-05	0.0001892863903085368
COLDREN_GEFITINIB_RESISTANCE	0.6861174087623543	0.004356985581718067	4.368147468658542e-05	0.0001892863903085368
LIEN_BREAST_CARCINOMA_METAPLASTIC_VS_DUCTAL	0.6827332336997928	0.008298782413135582	4.368147468658542e-05	0.0001892863903085368
AZARE_NEOPLASTIC_TRANSFORMATION_BY_STAT3	0.6814673511432309	0.011325494570035049	4.368147468658542e-05	0.0001892863903085368
SENGUPTA_NASOPHARYNGEAL_CARCINOMA	0.6788562191690858	0.003079924738637954	4.368147468658542e-05	0.0001892863903085368
ONDER_CDH1_TARGETS_2	0.6785979144345985	0.01361127575027803	4.368147468658542e-05	0.0001892863903085368
SMID_BREAST_CANCER_NORMAL_LIKE	0.6768862564926743	0.018379251620820658	4.368147468658542e-05	0.0001892863903085368
PIGMENT_METABOLIC_PROCESS	0.6722580378599962	0.03180588779502174	4.368147468658542e-05	0.0001892863903085368
PIGMENT_BIOSYNTHETIC_PROCESS	0.6718124450403574	0.034421606751293014	4.368147468658542e-05	0.0001892863903085368
SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE	0.6710619370204293	0.014840276060724977	4.368147468658542e-05	0.0001892863903085368
KASLER_HDAC7_TARGETS_1_UP	0.6533702231528961	0.00890555315073879	4.368147468658542e-05	0.0001892863903085368
HINATA_NFKB_TARGETS_KERATINOCYTE	0.651396018407825	0.011918333566570927	4.368147468658542e-05	0.0001892863903085368
LEIN_OLIGODENDROCYTE_MARKERS	0.6495682642362427	0.015187267124199941	4.368147468658542e-05	0.0001892863903085368
ASTON_MAJOR_DEPRESSIVE_DISORDER_DN	0.6492980768364708		4.368147468658542e-05	0.0001892863903085368
COPPER_ION_BINDING	0.6459946966504386		4.368147468658542e-05	0.0001892863903085368
MCGOWAN_RSP6_TARGETS	0.6447909971076459		4.368147468658542e-05	0.0001892863903085368
MCGOWAN_RSP6_TARGETS_UP	0.6435970345111552		4.368147468658542e-05	0.0001892863903085368
KANG_FLUOROURACIL_RESISTANCE	0.6420287457682999		4.368147468658542e-05	0.0001892863903085368
ONKEN_UVEAL_MELANOMA_DN	0.6418426526955526		4.368147468658542e-05	0.0001892863903085368
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL	0.6397333128229795		4.368147468658542e-05	0.0001892863903085368
BRAF_UP	0.6394903973936755		4.368147468658542e-05	0.0001892863903085368
SIALYLTRANSFERASE_ACTIVITY	0.6388730015005155		4.368147468658542e-05	0.0001892863903085368
MIKHAYLOVA_OXIDATIVE_STRESS_RESPONSE_VIA_VHL_UP	0.6304683947849107		4.368147468658542e-05	0.0001892863903085368
LIM_MAMMARY_STEM_CELL	0.6288828536139442		4.368147468658542e-05	0.0001892863903085368
JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.6278906987371046		4.368147468658542e-05	0.0001892863903085368
SABATES_COLORECTAL_ADENOMA_SIZE	0.627814712902533		4.368147468658542e-05	0.0001892863903085368
KRAS.600_UP.V1	0.6190565330335465		4.368147468658542e-05	0.0001892863903085368
HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_4NM	0.6188219870333314		4.368147468658542e-05	0.0001892863903085368
MIKKELSEN_NPC_ICP_WITH_H3K4ME3	0.6177365156137875		4.368147468658542e-05	0.0001892863903085368
HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_4NM_UP	0.6175059295573028		4.368147468658542e-05	0.0001892863903085368
KYNG_ENVIRONMENTAL_STRESS_RESPONSE	0.6155139798192785		4.368147468658542e-05	0.0001892863903085368
BOYAULT_LIVER_CANCER_SUBCLASS_G6	0.6152891808536897		4.368147468658542e-05	0.0001892863903085368
CROMER_METASTASIS	0.6149675921365738		4.368147468658542e-05	0.0001892863903085368
KRAS.300_UP.V1	0.6130897657873413		4.368147468658542e-05	0.0001892863903085368
DYSTROPHIN_ASSOCIATED_GLYCOPROTEIN_COMPLEX	0.6128909844875089		4.368147468658542e-05	0.0001892863903085368
ZHAN_LATE_DIFFERENTIATION_GENES	0.607087665385565		4.368147468658542e-05	0.0001892863903085368
KRAS.50_UP.V1	0.6048634138028542		4.368147468658542e-05	0.0001892863903085368
SCIAN_INVERSED_TARGETS_OF_TP53_AND_TP73_UP	0.6041719670631064		4.368147468658542e-05	0.0001892863903085368
SECONDARY_METABOLIC_PROCESS	0.6039193322181331		4.368147468658542e-05	0.0001892863903085368
MCBRYAN_PUBERTAL_TGFB1_TARGETS	0.6031835604142868		4.368147468658542e-05	0.0001892863903085368
NGO_MALIGNANT_GLIOMA_1P_LOH	0.6023482384716761		4.368147468658542e-05	0.0001892863903085368
YAMANAKA_GLIOBLASTOMA_SURVIVAL	0.601842064606543		4.368147468658542e-05	0.0001892863903085368
KRAS.KIDNEY_UP.V1	0.6013885762666931		4.368147468658542e-05	0.0001892863903085368
VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY	0.5956958791059274		4.368147468658542e-05	0.0001892863903085368
LEF1_UP.V1	0.5950599812212126		4.368147468658542e-05	0.0001892863903085368
MIKKELSEN_DEDIFFERENTIATED_STATE_DN	0.5938592640676241		4.368147468658542e-05	0.0001892863903085368
MISHRA_CARCINOMA_ASSOCIATED_FIBROBLAST	0.5906299166921587		4.368147468658542e-05	0.0001892863903085368
COLDREN_GEFITINIB_RESISTANCE_UP	0.5899358518417837		4.368147468658542e-05	0.0001892863903085368
HEIDENBLAD_AMPLICON_12P11_12	0.589534863016793		4.368147468658542e-05	0.0001892863903085368
EHLERS_ANEUPLOIDY_DN	0.5856766265225818		4.368147468658542e-05	0.0001892863903085368
COLIN_PILOCYTIC_ASTROCYTOMA_VS_GLIOBLASTOMA_UP	0.5855438578430631		4.368147468658542e-05	0.0001892863903085368
BOQUEST_STEM_CELL	0.5830048397981707		4.368147468658542e-05	0.0001892863903085368
ONDER_CDH1_TARGETS_2_UP	0.5817775334064216		4.368147468658542e-05	0.0001892863903085368
CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2	0.5813698861007456		4.368147468658542e-05	0.0001892863903085368
ETV1	0.580952211369959		4.368147468658542e-05	0.0001892863903085368
BASAL_LAMINA	0.5808482171277529		4.368147468658542e-05	0.0001892863903085368
BILBAN_B_CLL_LPL_UP	0.5803836174452373		4.368147468658542e-05	0.0001892863903085368
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	0.5789347168903157		4.368147468658542e-05	0.0001892863903085368
MOROSETTI_FACIOSCAPULOHUMERAL_MUSCULAR_DISTROPHY	0.5752417804335334		4.368147468658542e-05	0.0001892863903085368
WAMUNYOKOLI_OVARIAN_CANCER_LMP_DN	0.5737292299481205		4.368147468658542e-05	0.0001892863903085368
CROMER_TUMORIGENESIS	0.5732361607619734		4.368147468658542e-05	0.0001892863903085368
KEGG_RIBOFLAVIN_METABOLISM	0.5718990280593329		4.368147468658542e-05	0.0001892863903085368
CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN	0.570951340942494		4.368147468658542e-05	0.0001892863903085368
RICKMAN_METASTASIS	0.5708576882044978		4.368147468658542e-05	0.0001892863903085368
CROONQUIST_NRAS_VS_STROMAL_STIMULATION_UP	0.5707105967871827		4.368147468658542e-05	0.0001892863903085368
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	0.5703513560100101		4.368147468658542e-05	0.0001892863903085368
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX6	0.5703348504373311		4.368147468658542e-05	0.0001892863903085368
CALVET_IRINOTECAN_SENSITIVE_VS_REVERTED_UP	0.5702855442833004		4.368147468658542e-05	0.0001892863903085368
LEARNING_AND_OR_MEMORY	0.5701904123714913		4.368147468658542e-05	0.0001892863903085368
CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT	0.5692867710334217		4.368147468658542e-05	0.0001892863903085368
WINTER_HYPOXIA_DN	0.5687259086405894		4.368147468658542e-05	0.0001892863903085368
LIEN_BREAST_CARCINOMA_METAPLASTIC	0.5683418441229804		4.368147468658542e-05	0.0001892863903085368
HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_1_UP	0.5676383738143193		4.368147468658542e-05	0.0001892863903085368
RODRIGUES_NTN1_TARGETS	0.5673330851614413		4.368147468658542e-05	0.0001892863903085368
ALCALAY_AML_BY_NPM1_LOCALIZATION_DN	0.5669684430383288		4.368147468658542e-05	0.0001892863903085368
ENGELMANN_CANCER_PROGENITORS	0.5664635004541638		4.368147468658542e-05	0.0001892863903085368
IKEDA_MIR133_TARGETS_DN	0.5662801356940477		4.368147468658542e-05	0.0001892863903085368
SERVITJA_ISLET_HNF1A_TARGETS	0.5662767456235883		4.368147468658542e-05	0.0001892863903085368
