Name	Score	0.95 CI	p-value	FDR
PAX8	-0.599237742023265	0.014527191312970124	1.1697274535033338e-06	0.0011764705882352942
PARD3	-0.5849552548881684	0.02349329153317562	1.1697274535033338e-06	0.0011764705882352942
HNF1B	-0.5729959045278838	0.014468304555595208	1.1697274535033338e-06	0.0011764705882352942
PARD6B	-0.5658421364946341	0.027349946318902408	1.1697274535033338e-06	0.0011764705882352942
FERMT2	-0.5349865828213201	0.01992451180855807	1.1697274535033338e-06	0.0011764705882352942
RBM46	-0.518483748243626	0.015914491017950554	1.1697274535033338e-06	0.0011764705882352942
FSD1	-0.5159279487938828	0.023255405949510692	1.1697274535033338e-06	0.0011764705882352942
SEPP1	-0.5006123644233478	0.01890813758481338	1.1697274535033338e-06	0.0011764705882352942
DYNC1I1	-0.48121287599730894	0.020770974419002147	1.1697274535033338e-06	0.0011764705882352942
MORC2-AS1	-0.479545156496772	0.02091360880423461	1.1697274535033338e-06	0.0011764705882352942
FAM161B	-0.4742045892606708	0.016392616826451843	1.1697274535033338e-06	0.0011764705882352942
NUDCD1	-0.47388253954599835	0.018897445575741023	1.1697274535033338e-06	0.0011764705882352942
DOCK3	-0.4726190576190919	0.020316010236322922	1.1697274535033338e-06	0.0011764705882352942
CATSPERG	-0.4713684500243224	0.01882432488754605	1.1697274535033338e-06	0.0011764705882352942
ZNF638	-0.4704168374401319	0.016837314390139024	1.1697274535033338e-06	0.0011764705882352942
CRK	-0.4692422882888639	0.013090616016112363	1.1697274535033338e-06	0.0011764705882352942
CMTM6	-0.4670772234349627	0.018531155087322053	1.1697274535033338e-06	0.0011764705882352942
MECOM	-0.46514528334803296	0.019506307641009864	3.5091823605100013e-06	0.003
PRKCI	-0.464316363265215	0.017673818892879965	3.5091823605100013e-06	0.003
CCDC132	-0.46406132026957814	0.0161184539617851	3.5091823605100013e-06	0.003
FAM63B	-0.4635319210317551		4.678909814013335e-06	0.003125
TOR1AIP2	-0.4629117325026049		4.678909814013335e-06	0.003125
TMEM159	-0.4610423179994799		5.848637267516669e-06	0.003125
PELI1	-0.4606722230419098		5.848637267516669e-06	0.003125
DNAH9	-0.46060810133120317		5.848637267516669e-06	0.003125
ZDHHC14	-0.46048683630414244		5.848637267516669e-06	0.003125
CKAP2	-0.45959694597876277		5.848637267516669e-06	0.003125
GMCL1P1	-0.45861164844545166		5.848637267516669e-06	0.003125
TMEM2	-0.4576934698757916		5.848637267516669e-06	0.003125
LAMB4	-0.4565120677132731		5.848637267516669e-06	0.003125
ITGAV	-0.4563313442608984		5.848637267516669e-06	0.003125
SFMBT1	-0.4562723587455547		5.848637267516669e-06	0.003125
GDAP1	-0.45498189235264674		7.0183647210200025e-06	0.0035294117647058825
KRTAP9-4	-0.45490890017008695		7.0183647210200025e-06	0.0035294117647058825
FA2H	-0.45436373713809847		8.188092174523336e-06	0.0038888888888888888
SERTM1	-0.45403208274254575		8.188092174523336e-06	0.0038888888888888888
CSAG2	-0.44949848235000517		9.35781962802667e-06	0.003902439024390244
FANK1	-0.44865224387223757		9.35781962802667e-06	0.003902439024390244
ARHGAP29	-0.44647565379955056		9.35781962802667e-06	0.003902439024390244
RGAG1	-0.44596262713314505		9.35781962802667e-06	0.003902439024390244
TMCO1	-0.4452863877714867		9.35781962802667e-06	0.003902439024390244
NKAPL	-0.44390557304249173		1.1697274535033338e-05	0.0044444444444444444
NHLRC3	-0.4437381656432596		1.1697274535033338e-05	0.0044444444444444444
