Name	Score	0.95 CI	p-value	FDR
BRAF	0.7461756805365254	0.005253087658438793	2.6208884811951253e-06	1.4503263234227701e-05
TAUBE_EMT	0.7064674901425564	0.006460397054318952	2.6208884811951253e-06	1.4503263234227701e-05
GROGER_EMT	0.7023281927315163	0.005837541569522955	2.6208884811951253e-06	1.4503263234227701e-05
GU_PDEF_TARGETS	0.7018421109791502	0.005906140807681227	2.6208884811951253e-06	1.4503263234227701e-05
P53_DN.V1_DN	0.7003828532437913	0.007032195884435435	2.6208884811951253e-06	1.4503263234227701e-05
ROY_WOUND_BLOOD_VESSEL	0.6923974037380556	0.007627795217550772	2.6208884811951253e-06	1.4503263234227701e-05
ETV1_UP	0.6921090074461557	0.00639315614422888	2.6208884811951253e-06	1.4503263234227701e-05
JAEGER_METASTASIS	0.6870366626463871	0.005597163048458408	2.6208884811951253e-06	1.4503263234227701e-05
COLDREN_GEFITINIB_RESISTANCE	0.6861174087623483	0.0056190983302262095	2.6208884811951253e-06	1.4503263234227701e-05
LIEN_BREAST_CARCINOMA_METAPLASTIC_VS_DUCTAL	0.6827332336997751	0.007269968240488367	2.6208884811951253e-06	1.4503263234227701e-05
AZARE_NEOPLASTIC_TRANSFORMATION_BY_STAT3	0.6814673511432167	0.00726025631172671	2.6208884811951253e-06	1.4503263234227701e-05
SENGUPTA_NASOPHARYNGEAL_CARCINOMA	0.6788562191690809	0.007197235917822448	2.6208884811951253e-06	1.4503263234227701e-05
ONDER_CDH1_TARGETS_2	0.6785979144345903	0.006464146717421062	2.6208884811951253e-06	1.4503263234227701e-05
SMID_BREAST_CANCER_NORMAL_LIKE	0.6768862564926711	0.0077724662563450585	2.6208884811951253e-06	1.4503263234227701e-05
PIGMENT_METABOLIC_PROCESS	0.6722580378600042	0.00993075025742555	2.6208884811951253e-06	1.4503263234227701e-05
PIGMENT_BIOSYNTHETIC_PROCESS	0.671812445040348	0.009699340481173397	2.6208884811951253e-06	1.4503263234227701e-05
SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE	0.671061937020413	0.006906287643805593	2.6208884811951253e-06	1.4503263234227701e-05
KASLER_HDAC7_TARGETS_1_UP	0.6533702231528844	0.008771505380918023	2.6208884811951253e-06	1.4503263234227701e-05
HINATA_NFKB_TARGETS_KERATINOCYTE	0.6513960184078197	0.007581783165730382	2.6208884811951253e-06	1.4503263234227701e-05
LEIN_OLIGODENDROCYTE_MARKERS	0.6495682642362416	0.009100567460056348	2.6208884811951253e-06	1.4503263234227701e-05
ASTON_MAJOR_DEPRESSIVE_DISORDER_DN	0.6492980768364592		2.6208884811951253e-06	1.4503263234227701e-05
COPPER_ION_BINDING	0.6459946966504384		2.6208884811951253e-06	1.4503263234227701e-05
MCGOWAN_RSP6_TARGETS	0.6447909971076431		2.6208884811951253e-06	1.4503263234227701e-05
MCGOWAN_RSP6_TARGETS_UP	0.6435970345111506		2.6208884811951253e-06	1.4503263234227701e-05
KANG_FLUOROURACIL_RESISTANCE	0.6420287457682933		2.6208884811951253e-06	1.4503263234227701e-05
ONKEN_UVEAL_MELANOMA_DN	0.6418426526955421		2.6208884811951253e-06	1.4503263234227701e-05
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL	0.6397333128229731		2.6208884811951253e-06	1.4503263234227701e-05
BRAF_UP	0.63949039739367		2.6208884811951253e-06	1.4503263234227701e-05
SIALYLTRANSFERASE_ACTIVITY	0.6388730015005144		2.6208884811951253e-06	1.4503263234227701e-05
MIKHAYLOVA_OXIDATIVE_STRESS_RESPONSE_VIA_VHL_UP	0.630468394784915		2.6208884811951253e-06	1.4503263234227701e-05
LIM_MAMMARY_STEM_CELL	0.6288828536139369		2.6208884811951253e-06	1.4503263234227701e-05
JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.6278906987370813		2.6208884811951253e-06	1.4503263234227701e-05
SABATES_COLORECTAL_ADENOMA_SIZE	0.6278147129025281		2.6208884811951253e-06	1.4503263234227701e-05
